no;smiles;biotic_flag;ExactMolWt;MolLogP;NumHAcceptors;NumHDonors
27213;NC(=S)CC(NCCC(=O)O)C(N)=S;0;235.044918656;-0.6183999999999994;4.0;4.0
27214;COC(=O)CCN(CCC(N)=O)CC(=O)OC;0;246.121571676;-1.1000999999999979;6.0;1.0
27215;N#CCN(C(=O)CNC(=N)N)c1[nH]cnc1C(=O)O;0;265.092337212;-1.5524499999999988;5.0;5.0
27216;N=C(N)NC(=N)N(C(C=O)CO)C(C=O)CC=O;0;257.11240396;-2.5774599999999968;6.0;5.0
27217;CC(NCC(=O)N(CC#N)CCc1ccccc1)=C(O)C#N;0;298.142975816;1.4839599999999997;5.0;2.0
27218;CC(C#N)NC(=O)CN(CC#N)CCC#N;0;219.112010036;-0.24606000000000017;5.0;1.0
27219;CC(C#N)N(CCO)C(=O)CCNC(=N)NC(=N)N;0;269.160022848;-1.8830799999999979;5.0;6.0
27220;N#CCCN(C(N)=O)C(C#N)C(O)CO;0;212.090940244;-1.4738399999999996;5.0;3.0
27221;N#CCCN(C(=O)CCNC(N)=O)C(C#N)CNC(=N)N;0;294.15527181600004;-1.8376699999999975;5.0;5.0
27222;N=C(N)N(CC(=O)N(CCO)CC(N)=O)CC(N)=S;0;290.116109436;-3.2258299999999966;5.0;5.0
27223;N#CCc1nc[nH]c1NCC(O)C(O)CO;0;226.106590308;-1.3982200000000007;6.0;5.0
27224;N#CCCN(CCC#N)CCC(=O)N(CCO)CC(N)=O;0;295.164439532;-1.1879399999999984;6.0;2.0
27225;CCN(CC#N)C(=O)CNC(=S)C(O)C(=O)O;0;259.062676896;-1.2790199999999996;5.0;3.0
27226;NCC(=O)N(CCO)C(Cc1ccccc1)C(=O)O;0;266.126657056;-0.5380999999999987;4.0;3.0
27227;O=C(O)CCN(CC(=O)O)C(CC(=O)O)C(=O)O;0;263.064116376;-1.2243999999999988;5.0;4.0
27228;CC(O)C(=O)N(CCO)C(Cc1ccccc1)C(N)=O;0;280.14230712;-0.7152999999999998;4.0;3.0
27229;N=C(N)NCCC(=O)OCC(NC(N)=O)C(N)=O;0;260.123302992;-3.075029999999998;5.0;6.0
27230;CC(Nc1nc(Cc2ccccc2)co1)=C(O)C#N;0;255.100776656;2.990380000000001;5.0;2.0
27231;NC1=NC(=O)N(CC(=O)Nc2[nH]cnc2C(O)CO)CC1;0;296.123302992;-1.4432;6.0;5.0
27232;CC1OC2N=C(N(CC#N)C(=N)N)OC2C1O;0;239.101839276;-1.4340499999999983;6.0;3.0
27233;CC(C(=O)O)N(CCC(=O)OCC(N)=O)C(=N)N;0;260.112069612;-1.926429999999998;5.0;4.0
27234;N=C(N)NCCC(=O)OCC(NC(N)=O)C(N)=S;0;276.100459372;-2.2742299999999984;5.0;6.0
27235;CC(=NCC(=O)N(CCC(=O)O)CC(=O)O)C(=O)O;0;274.080100788;-1.0801999999999983;5.0;3.0
27236;O=C(CO)C(O)C(O)C(O)Cc1ccccc1;0;240.099773612;-1.1268;5.0;4.0
27237;N#CC(NC(=O)CN=CCO)C(O)CO;0;215.090605896;-2.5889199999999994;6.0;4.0
27238;N#CCN(CCNC(=N)N)C(=O)CNC(=N)N;0;240.14470713199998;-2.6952799999999977;4.0;6.0
27239;N#CCC(C#N)NC(=O)CN(CCc1ccccc1)C(=N)N;0;298.154209196;0.34662999999999927;4.0;3.0
27240;COC(=O)CC(C(=O)OC)N(CCC#N)C(N)=O;0;257.10117058000003;-0.6145199999999988;6.0;1.0
27241;COC(=O)CCN(CC(=O)OC)c1[nH]cnc1C(=O)OC;0;299.111735264;-0.2611999999999999;8.0;1.0
27242;CC(O)C(O)C(O)C(CO)=NCCC#N;0;216.111006992;-1.5640200000000002;6.0;4.0
27243;CCN(CC(N)=O)C(=N)NC(=N)N;0;186.12290906799998;-1.7885599999999986;3.0;5.0
27244;COC(=O)CCN(CCC#N)C(C#N)CO;0;225.11134134;-0.3503400000000005;6.0;1.0
27245;NC(=O)CC(N=CCc1ccccc1)C(N)=O;0;233.11642672;0.029199999999999338;3.0;2.0
27246;CC(O)C(O)C(O)C(CO)=NC(C#N)C(O)C(O)CO;0;292.12705098;-3.87142;9.0;7.0
27247;N=C(N)NC(=N)NCC(=O)OCc1nc[nH]c1NC(N)=O;0;297.12978534;-2.049059999999999;6.0;8.0
27248;CC(NC(C#N)C(O)CO)C(=O)O;0;188.079706864;-1.70552;5.0;4.0
27249;Cc1nc[nH]c1N(CC#N)C(=O)CCN(CC#N)CCC#N;0;299.149458164;0.7040599999999999;6.0;1.0
27250;N#CCCNC(=O)CN(C=O)CCC(=O)OCC(N)=O;0;284.11206961199997;-2.1067199999999975;6.0;2.0
27251;N#CCCN(CC#N)CC(=O)Nc1[nH]cnc1CC(=O)O;0;290.11273830799996;-0.28544000000000064;6.0;3.0
27252;N#CCCN(CC#N)C(=O)C(N)Cc1ccccc1;0;256.132411132;0.8222599999999999;4.0;1.0
27253;O=C(O)C(Cc1ccccc1)=Nc1ncc(CO)o1;0;260.079706864;1.5667;5.0;2.0
27254;CC(O)CNCC(=O)NCC(=O)NCC(N)=O;0;246.132805056;-3.3254999999999963;5.0;5.0
27255;CC(N=CC(O)C(O)C(C)O)C(N)=O;0;204.111006992;-1.9663999999999988;5.0;4.0
27256;CC(O)C(C#N)Nc1[nH]cnc1CC(N)=O;0;223.106924656;-0.8776200000000001;5.0;4.0
27257;CC(NC(=O)C(Cc1ccccc1)NC(=N)N)C(=O)O;0;278.13789043599996;-0.32992999999999945;3.0;5.0
27258;C=C(c1ccccc1)C(C#N)N(CC#N)C(=O)C(C)O;0;269.11642672;1.32496;4.0;1.0
27259;NC(=O)CC(N=C(CO)C(O)C(O)C(O)CO)C(N)=O;0;293.12229994800003;-4.775999999999995;8.0;7.0
27260;CC(=O)C=NCC(=O)N(C(C#N)CO)C(C#N)CC#N;0;275.101839276;-0.8348599999999995;7.0;1.0
27261;CC(N=CC(O)C(O)CO)C(N)=O;0;190.095356928;-2.3548999999999993;5.0;4.0
27262;C=C(c1ccccc1)C(C#N)N(CC#N)C(=O)C(C)N;0;268.132411132;1.2913599999999998;4.0;1.0
27263;C=C(c1ccccc1)C(C#N)NC=CC#N;0;209.095297352;2.2188600000000003;3.0;1.0
27264;CCC(=S)NCC(=O)N(CC#N)CC(N)=O;0;242.083746688;-0.8491199999999997;4.0;2.0
27265;C=C(c1ccccc1)C(O)C(=O)NCCC(N)=O;0;248.116092372;0.0522999999999999;3.0;3.0
27266;CCN(C(=O)CN1CC(N)=NC1=O)C(C#N)CO;0;253.11748934;-1.4878199999999977;5.0;2.0
27267;CC(C#N)N(CC(N)=O)C(=O)CCN(C=O)CC(N)=O;0;283.128054024;-2.4538199999999977;5.0;2.0
27268;C=Cc1nc(O)nc(NC(=CC(=O)O)C(=O)O)n1;0;252.049469356;-0.31480000000000047;7.0;4.0
27269;CC(OC(=O)CCNC(=O)CNC(=N)N)C(N)=O;0;259.128054024;-2.6072299999999977;5.0;5.0
27270;CC(=O)C=NCC(=O)N(CCC#N)CCC(N)=O;0;252.122240372;-0.7361199999999986;5.0;1.0
27271;CC(=O)C=NC(C(N)=O)C(=O)O;0;172.048406736;-1.4152999999999993;4.0;2.0
27272;N#CC(CO)NC(C#N)C(O)Cc1ccccc1;0;245.11642672;-0.04374000000000078;5.0;3.0
27273;N#CC(C(=CCO)c1ccccc1)N(C=O)CCC(N)=O;0;287.126991404;0.28828;4.0;2.0
27274;CC(O)CNCC(=O)NC(Cc1ccccc1)C(=O)O;0;280.14230712;-0.23109999999999925;4.0;4.0
27275;N#CC(N)=Nc1[nH]cnc1C(=O)O;0;179.0443244;-0.3798200000000003;4.0;3.0
27276;COC(=O)CCN(CCC#N)C(=O)CCSC;0;258.103813436;1.0448799999999996;5.0;0.0
27277;OCC1(O)OCC(O)C(O)C1O;0;180.063388104;-3.2197999999999998;6.0;5.0
27278;OCc1cnc(NCC(O)C(O)C(O)CO)o1;0;248.100836232;-2.3462;8.0;6.0
27279;N#CCCN(CCOC(=O)CNC(=N)NC(=N)N)C(N)=O;0;298.15018643599996;-2.1685799999999977;6.0;6.0
27280;CC(C)=Nc1nc(=O)[nH]c2[nH]c(=O)[nH]c12;0;207.075624528;0.05179999999999979;4.0;3.0
27281;N#CCN(CCC(=O)N(CCO)CCC(N)=O)C(N)=O;0;285.143704088;-2.0229199999999983;5.0;3.0
27282;N#CCNC(=O)CN(CC(O)C(O)CO)C(N)=O;0;260.112069612;-3.2790199999999987;6.0;5.0
27283;COC(=O)CCN(C(=N)N)C(CC(=O)O)C(=O)O;0;261.0960852;-1.3271299999999988;5.0;4.0
27284;NC(=S)CCNc1ncnc2[nH]c(=O)[nH]c12;0;238.06367994;-0.26569999999999994;5.0;4.0
27285;N#CCCN(CC(=O)O)C(N)=O;0;171.064391148;-0.63462;3.0;2.0
27286;CC(C#N)Nc1nc2[nH]cnc2c(=O)[nH]1;0;204.075958876;-0.02982000000000029;5.0;3.0
27287;CC(NC(=O)CNC(=O)CCN(CC#N)C(N)=O)C(N)=O;0;298.138953056;-2.613019999999998;5.0;4.0
27288;C=C(c1ccccc1)C(C#N)N(CC(=O)O)C(=O)C(C)O;0;288.111006992;0.8859799999999998;4.0;2.0
27289;C=C(c1ccccc1)C(C#N)N(CC(=O)O)C(=O)C(C)N;0;287.126991404;0.8523799999999997;4.0;2.0
27290;N#CCCN(CCOC(=O)CN(CC#N)C(=N)N)C(N)=O;0;295.139287404;-1.4569699999999974;6.0;3.0
27291;CC(C=NCC(=O)N(CC#N)CCC#N)NC(=N)N;0;263.149458164;-0.8053699999999979;5.0;3.0
27292;NC(=O)CN(CCC(=O)O)C(=O)CNC(N)=O;0;246.096419548;-2.5566999999999993;4.0;4.0
27293;O=C(O)C(O)C(O)CO;0;136.037173356;-2.2148999999999996;4.0;4.0
27294;NC(=O)CC(NC(=O)CN=CCCC(=O)O)C(N)=O;0;272.112069612;-2.232499999999998;5.0;4.0
27295;NC(=O)CCN(C=O)C(Cc1ccccc1)C(=O)O;0;264.111006992;0.016099999999999948;3.0;2.0
27296;O=C(O)C=C(Nc1ncnc2[nH]c(=O)[nH]c12)C(=O)O;0;265.04471832400003;-0.8887999999999998;6.0;5.0
27297;N=C(N)NCC(C=Nc1[nH]cnc1C(N)=O)CO;0;253.12872271999998;-1.6975299999999987;5.0;6.0
27298;COC(=O)CCN(CC(=O)NCC(N)=O)C(N)=O;0;260.112069612;-2.4682999999999975;5.0;3.0
27299;CC(N)C(=O)NCCC#N;0;141.090211972;-0.6365199999999995;3.0;2.0
27300;CC(C#N)NC(=O)C(O)Cc1ccccc1;0;218.105527688;0.6182799999999996;3.0;2.0
27301;NC(=S)CN(C=O)c1[nH]cnc1C(=O)O;0;228.031711116;-0.6432000000000002;4.0;3.0
27302;O=c1nc(N=C(CO)C(O)CO)c2nc[nH]c2[nH]1;0;253.081103832;-1.9358000000000004;7.0;5.0
27303;NC(=O)CNC1=NC2OC(CO)C(O)C2O1;0;231.085520516;-3.1057999999999986;7.0;4.0
27304;NC(=O)CN(CCC(=O)O)C(=O)c1nc[nH]c1NC(N)=O;0;298.10256754799997;-1.6974999999999998;5.0;5.0
27305;N#CC1CC(N)=NC(=O)N1C(C#N)Cc1ccccc1;0;267.112010036;1.1963599999999999;4.0;1.0
27306;CC(O)C=NCC(=O)N(CCO)CCC#N;0;227.126991404;-0.8274200000000005;5.0;2.0
27307;COC(=O)CNC(=O)CCC(=O)NCC(=O)OC;0;260.100836232;-1.6549999999999983;6.0;2.0
27308;CC(NCCC(=O)N(CC(N)=O)CC(N)=O)C(=O)O;0;274.127719676;-2.761599999999997;5.0;4.0
27309;CSCCC(=O)N(CCC(N)=O)CCC(N)=S;0;277.09186884800005;0.11970000000000114;4.0;2.0
27310;C=C(c1ccccc1)C(NC(=O)CN=CCO)C(N)=O;0;275.126991404;-0.2670000000000007;4.0;3.0
27311;CC(N)C(=O)N(CC#N)CC(N)=O;0;184.096025624;-1.8289199999999983;4.0;2.0
27312;COC(=O)CC(NCC(=O)NCCC#N)C(=O)OC;0;271.11682064400003;-1.2894199999999985;7.0;2.0
27313;COC(=O)CCN(CC#N)C(=O)c1nc[nH]c1NC(N)=O;0;294.107652928;-0.5708199999999997;6.0;3.0
27314;NC(=O)CCN(CCO)c1[nH]cnc1C(=O)O;0;242.101504928;-1.2179999999999989;5.0;4.0
27315;CC(=NCC(=O)NC(CC(=O)O)C(=O)O)C(=O)O;0;260.06445072400004;-1.4239999999999986;5.0;4.0
27316;NC(=O)C(N=C(Cc1ccccc1)C(=O)O)C(=O)O;0;264.07462148400003;-0.30680000000000046;4.0;3.0
27317;CC(C#N)Nc1[nH]cnc1C#N;0;161.070145224;0.6053599999999999;4.0;2.0
27318;N#CC(NCCc1ccccc1)C(=CCO)c1ccccc1;0;292.15756325999996;2.786780000000001;3.0;2.0
27319;C=CC(N=C(CO)CO)C(=O)O;0;173.068807832;-0.9488000000000003;4.0;3.0
27320;CC(CO)=NC(Cc1ccccc1)C(=O)NCC(=O)O;0;278.126657056;0.2516999999999998;4.0;3.0
27321;N#CC(N=CCO)C(O)C(O)C(O)Cc1ccccc1;0;278.126657056;-0.7329200000000009;6.0;4.0
27322;N#Cc1[nH]c(=O)[nH]c1N=C(CO)C(O)C(O)CO;0;256.08076948400003;-2.6464200000000013;7.0;6.0
27323;N#CC(N=CC(CO)NC(=N)N)C(O)CO;0;229.11748934;-2.853449999999999;6.0;6.0
27324;O=C(O)CCNC(=S)CCO;0;177.045964212;-0.23949999999999994;3.0;3.0
27325;N#CCCn1c(=O)[nH]c2ncnc(NC=CC(N)=O)c21;0;273.097422592;-0.55582;7.0;3.0
27326;N#CCN(C(=O)CCNC(=N)N)c1[nH]cnc1CC(=O)O;0;293.12363733999996;-1.2334499999999993;5.0;5.0
27327;CC(OC(=O)CCNC(CO)C(=O)O)C(N)=O;0;248.100836232;-2.171399999999998;6.0;4.0
27328;NC(=O)CN=CC(O)C(O)CO;0;176.079706864;-2.7434;5.0;4.0
27329;N#CCNCC(=O)NCC(=O)NCC(=O)NCC#N;0;266.112738308;-3.0282399999999985;6.0;4.0
27330;NC(=S)Cc1nc[nH]c1NC=O;0;184.041881876;-0.19340000000000018;3.0;3.0
27331;O=C(O)C=C(NC(C(=O)O)C(O)CO)C(=O)O;0;249.04846631200002;-2.5644999999999993;6.0;6.0
27332;CCN(CC(=O)O)c1nc(N)nc(CCSC)n1;0;271.110295784;0.2701999999999998;7.0;2.0
27333;O=C(O)C=C(NCC(=O)O)C(=O)O;0;189.027336944;-1.2863;4.0;4.0
27334;N#CC=CNc1c(C(=O)O)nc[nH]c1=O;0;206.043990052;-0.08272000000000013;5.0;3.0
27335;N#Cc1nc[nH]c1N(C=O)CC(O)Cc1ccccc1;0;270.111675688;0.8477799999999995;4.0;2.0
27336;N#CCCN1C(=O)NC(=N)C1Cc1ccccc1;0;242.116761068;1.5138499999999997;3.0;2.0
27337;C=CC(C#N)N(CC(=O)O)C(=O)CNC(=N)NC(=N)N;0;281.12363734;-2.0147799999999982;5.0;6.0
27338;CCNc1[nH]cnc1C(=S)NCCC(N)=O;0;241.09973109999999;-0.01800000000000057;4.0;4.0
27339;N#CCCNCC(O)CO;0;144.089877624;-1.1571200000000001;4.0;3.0
27340;CSCCCNCC(=O)N(CCC(=O)O)CC(=O)O;0;292.10929274;-0.28299999999999864;5.0;3.0
27341;CC(N)C(=O)N(CCC(=O)NC(C)C(N)=O)C(C)C#N;0;283.164439532;-1.5456199999999978;5.0;3.0
27342;CC(NC(N)=O)C(=O)OCc1cnc(NC(N)=O)o1;0;271.091668516;-0.7347999999999997;6.0;4.0
27343;NC(=O)C(N=CC(O)CO)C(O)Cc1ccccc1;0;266.126657056;-1.1320999999999992;5.0;4.0
27344;N#CCCN(CC(N)=O)C(=O)CNCCC(=O)O;0;256.117154992;-1.7217199999999986;5.0;3.0
27345;CC(C=O)NC(=N)NC(=N)N;0;157.096359972;-1.418759999999999;3.0;5.0
27346;CC(C#N)N(CC(N)=O)C(=O)CN(CC#N)C(N)=O;0;266.112738308;-1.8833399999999987;5.0;2.0
27347;CC(=O)C=NCC(=O)N(CC(N)=O)C(C#N)CO;0;254.101504928;-2.1554199999999972;6.0;2.0
27348;CC(C#N)NC(=O)CNCCC(=O)OCc1cnc[nH]1;0;279.133139404;-0.5391199999999998;6.0;3.0
27349;CC(C#N)N(CCC(=O)Nc1[nH]cnc1C(N)=O)C(N)=O;0;293.12363734;-0.8700199999999987;5.0;4.0
27350;CCN(CC#N)C(=O)CNCCC(=O)OCc1cnc[nH]1;0;293.148789468;-0.19531999999999966;6.0;2.0
27351;N#CCNC(=O)CCN(C(=N)N)C(CC(N)=O)C(N)=O;0;283.139287404;-3.0589499999999976;5.0;5.0
27352;N#CCc1nc[nH]c1NC(=O)CCN(C=O)CCC(=O)O;0;293.11240396;-0.2625199999999997;5.0;3.0
27353;CCN(CC(=O)NCC(=O)O)C(=O)CN;0;217.10625596;-2.0055999999999976;4.0;3.0
27354;N#CCCNC(CCC(NCCC#N)C(N)=O)C(N)=O;0;280.16477388;-1.5190399999999968;6.0;4.0
27355;N#CC(O)=C(CCO)NC(C#N)C(O)C(O)CO;0;257.10117058000003;-2.1421399999999995;8.0;6.0
27356;CC(C)=NC(CC(=O)O)C(=O)O;0;173.068807832;0.3950999999999999;3.0;2.0
27357;N#CCCN(CCC#N)C(Cc1ccccc1)C(N)=O;0;270.148061196;1.2123599999999999;4.0;1.0
27358;N#CC(CO)NC(C#N)CCC(C#N)(C#N)NC(N)=O;0;275.113072656;-1.4128799999999995;7.0;4.0
27359;N#CC(CO)NC(=O)C(Cc1ccccc1)N=CC(=O)O;0;289.10625596;-0.2462200000000006;5.0;3.0
27360;CC=C(c1ccccc1)C(C#N)N(C=O)CC(=O)O;0;258.100442308;1.5250799999999998;3.0;1.0
27361;CC(NC(CO)C(O)CO)C(=O)O;0;193.09502258;-2.2367999999999992;5.0;5.0
27362;CC(C#N)N(C(=O)CN)C(Cc1ccccc1)C(N)=O;0;274.142975816;-0.21761999999999915;4.0;2.0
27363;CSC(=O)C(C)OC(=O)CN(CC#N)CCC#N;0;269.08341234;0.5469599999999999;7.0;0.0
27364;CC(OC(=O)CN(C(=N)NC(=N)N)C(C)C#N)C(N)=O;0;283.139287404;-1.9646799999999978;6.0;5.0
27365;CC(C#N)N(C(N)=O)c1c(C(N)=O)ncn1C=CC#N;0;273.09742259200004;-0.22653999999999952;6.0;2.0
27366;N#CCCN(CC(=O)NC(CO)C(N)=O)C(=N)N;0;256.128388372;-2.9420499999999983;5.0;5.0
27367;CC(O)C(=O)Nc1nc(CO)co1;0;186.0640568;-0.5138000000000005;5.0;3.0
27368;CC(C#N)N(C=O)CCC(=O)N(CC#N)c1[nH]cnc1C#N;0;299.11307265600004;-0.1014600000000005;6.0;1.0
27369;COC(=O)CCN(C=O)C(Cc1ccccc1)C(N)=S;0;294.103813436;0.9052999999999995;4.0;1.0
27370;CCN(CC(N)=S)C(=O)CNC(N)=O;0;218.083746688;-1.2106999999999988;3.0;3.0
27371;N#Cc1ncnc(N=CC(O)CO)c1NC(N)=O;0;250.08143818;-1.10562;7.0;4.0
27372;COC(=O)CCN(C=O)C(Cc1ccccc1)C(N)=O;0;278.126657056;0.10449999999999948;4.0;1.0
27373;CC(N=CC(O)C(O)Cc1ccccc1)C(N)=O;0;250.131742436;-0.1044999999999997;4.0;3.0
27374;N#CCCNC(=O)CNC(=O)CNCCC(=O)O;0;256.117154992;-1.8032199999999987;5.0;4.0
27375;N=C(N)NC(=N)NCCC(=O)Nc1[nH]c(=O)[nH]c1C(N)=O;0;297.12978534;-2.8620599999999996;5.0;9.0
27376;N#CCN(CC#N)C(=O)CNC(=O)CNC(=O)C(N)CO;0;296.123302992;-3.585839999999999;7.0;4.0
27377;N#CCCN(CCO)C(=O)CNC(=S)C(O)CO;0;275.093977024;-2.008819999999998;6.0;4.0
27378;N#CCC(C#N)N(CCO)C(=O)CCNC(=N)N;0;252.133473752;-1.5136699999999985;5.0;4.0
27379;N#CCC(C#N)N(C(=N)N)C(C#N)CO;0;206.09160894;-1.1277899999999998;5.0;3.0
27380;N#CC=CNc1nc(=O)[nH]c2[nH]c(=O)[nH]c12;0;218.055223432;-0.6113200000000001;5.0;4.0
27381;CC=NC(CO)C(O)CO;0;147.089543276;-1.2088;4.0;3.0
27382;CSC(=O)C(C)N=CC(O)C(O)Cc1ccccc1;0;281.108564468;1.2998;5.0;2.0
27383;CCN(C(=O)CN(CCC#N)CC(N)=O)C(C)C#N;0;265.153874848;-0.5520399999999983;5.0;1.0
27384;N#CCCC(C#N)N=CCc1ccccc1;0;211.110947416;2.4958600000000004;3.0;0.0
27385;CC(C#N)N(CCC(=O)Nc1[nH]cnc1CO)C(N)=O;0;280.12838837199996;-0.47662;5.0;4.0
27386;N#CC(NC(=O)CNC(=S)c1nc[nH]c1N)C(O)CO;0;298.084809308;-2.381419999999999;7.0;6.0
27387;N#CCCN(CC(=O)N(CC#N)C(CO)C(=O)O)C(=N)N;0;296.12330299200005;-2.106769999999998;6.0;4.0
27388;NC(=O)NC(C(=O)O)C(N)=S;0;177.020812084;-1.6059999999999999;3.0;4.0
27389;CC=NC(CC(=O)O)C(=O)O;0;159.053157768;0.0050000000000000044;3.0;2.0
27390;N#CCC(C#N)NC(=O)CN=C(C(O)CO)C(O)CO;0;284.11206961199997;-2.9441399999999995;8.0;5.0
27391;CCN(CCC#N)C(=O)CNc1nc(N)nc(C(C)O)n1;0;293.16002284800004;-0.3188199999999998;8.0;3.0
27392;O=C(CO)CCO;0;104.047344116;-1.0698;3.0;2.0
27393;C=CC(=O)OCC(C#N)N(CC(N)=O)C(=O)CCSC;0;299.093977024;-0.3252199999999996;6.0;1.0
27394;N#CCNC(=O)CNC(=O)CNC(C#N)C(O)C(O)CO;0;299.12296864399997;-4.061739999999997;8.0;6.0
27395;C=CC(C#N)N(CC#N)C(=O)CCSC;0;223.077933036;1.16986;4.0;0.0
27396;N#CC(CO)NC(=O)CNC(=S)CCNC(N)=O;0;273.08956034;-2.037519999999999;5.0;5.0
27397;COC(=O)CCN(C(=N)NC(=N)N)C(C#N)CC#N;0;265.12872272;-0.9247999999999983;6.0;4.0
27398;C=CC(C#N)N(CC(=O)O)C(=O)C(C)N;0;211.095691276;-0.6750199999999993;4.0;2.0
27399;C=CC(C#N)N(CC(=O)O)C(=O)C(C)O;0;212.079706864;-0.6414200000000001;4.0;2.0
27400;NC(=O)CC(NCC(=S)NCCC(=O)O)C(N)=O;0;276.08922599199997;-2.302999999999998;5.0;5.0
27401;CC(=O)C=NCC(=O)N(CCO)C(C#N)CC#N;0;250.106590308;-0.7270399999999995;6.0;1.0
27402;CC(C#N)N(CCC(=O)NC(C#N)C(O)CO)C(N)=O;0;283.128054024;-1.9691399999999981;6.0;4.0
27403;NC(=O)NCCC(=O)Nc1ncnc2[nH]c(=O)[nH]c12;0;265.092337212;-1.3568999999999998;5.0;5.0
27404;N#CC(CO)NCC(=O)NC(Cc1ccccc1)C(=O)O;0;291.121906024;-0.7274199999999986;5.0;4.0
27405;COC(=O)CN(C(=O)CNC(=N)N)C(C)C#N;0;241.11748934;-1.6168499999999986;5.0;3.0
27406;CCN(CC(=O)O)C(=O)CCNC(CO)C(=O)O;0;262.116486296;-1.655299999999998;5.0;4.0
27407;CC(N)C(=O)NCC(=O)NC(C#N)Cc1ccccc1;0;274.142975816;-0.29911999999999894;4.0;3.0
27408;N#CCCC(C#N)NCC(=O)NCCC(=O)O;0;238.106590308;-0.6371399999999992;5.0;3.0
27409;N#CC(NC(=O)CN=CC(=O)CC(O)CO)C(O)CO;0;287.111735264;-3.2688199999999985;8.0;5.0
27410;N#CC(NC(CO)C(N)=O)C(=CCO)c1ccccc1;0;275.126991404;-0.6097199999999992;5.0;4.0
27411;N#CC(N=CCCC(N)=O)C(O)C(O)CO;0;229.10625596;-2.0710199999999985;6.0;4.0
27412;C=C(c1ccccc1)C(C#N)NCC(=O)NC(C)C#N;0;268.132411132;1.20986;4.0;2.0
27413;N#CC(Cc1ccccc1)NCCC(=O)NCCC(=O)O;0;289.142641468;0.6918799999999998;4.0;3.0
27414;CC(O)C=NCC(N)=O;0;130.07422756;-1.0767;3.0;2.0
27415;CC(O)C(=O)N(CC(O)CO)c1[nH]cnc1CC#N;0;268.117154992;-1.4572199999999993;6.0;4.0
27416;C=C(C=NCC(=O)N(CC#N)CCC(N)=O)c1ccccc1;0;298.142975816;0.9981800000000002;4.0;1.0
27417;N#CCCN(CCC#N)C(=O)CNCCNC(=N)N;0;265.165108228;-1.2849699999999968;5.0;4.0
27418;N#CC(C#N)N=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12;0;255.0504724;-1.1589399999999996;7.0;2.0
27419;CC=C(c1ccccc1)C(C#N)Nc1ncc(CO)o1;0;269.11642672;2.57448;5.0;2.0
27420;NC(=O)CN=CC(O)C(O)C(O)C(O)C(O)C(O)CO;0;296.1219656;-5.299799999999994;9.0;8.0
27421;N=C(N)N(CCC(=O)O)C(CO)C(=O)O;0;219.085520516;-1.8979299999999983;4.0;5.0
27422;N#CCCNC(=O)CCN(C(N)=O)C(C#N)CO;0;253.11748934;-1.3284399999999994;5.0;3.0
27423;CCN(CC#N)C(=O)CNC(=O)CN(CC#N)C(=N)N;0;279.14437278400004;-1.8062699999999978;5.0;3.0
27424;CC(C#N)n1c(=O)[nH]c(=O)c2nc[nH]c21;0;205.059974464;-0.5025200000000003;5.0;2.0
27425;O=C(O)C(N=C(CO)CO)C(O)C(O)CO;0;237.08485182;-3.4206999999999996;7.0;6.0
27426;CC(C#N)N(C=O)CCC(=O)NC(C#N)C(O)CO;0;268.117154992;-1.8914399999999976;6.0;3.0
27427;N#CCCC(C#N)NC(=O)CN;0;166.08546094;-0.7427399999999997;4.0;2.0
27428;N#CC=Cn1cnc(C#N)c1N(C=O)C(C#N)CO;0;256.070873496;-0.4036600000000001;7.0;1.0
27429;C=Cc1nc(O)nc(NC(=O)CNC(=N)NC(=N)N)n1;0;279.11922065600004;-1.8338599999999996;7.0;7.0
27430;N#CC(Cc1ccccc1)N(CCO)C(=O)CN;0;247.132076784;-0.09911999999999999;4.0;2.0
27431;OCC(CO)=Nc1[nH]cnc1C(O)Cc1ccccc1;0;275.126991404;0.7429000000000001;5.0;4.0
27432;CC=Nc1[nH]cnc1C(N)=O;0;152.069810876;0.23080000000000006;3.0;2.0
27433;C=CC=NCC(=O)NCC(N)=O;0;169.085126592;-1.155299999999999;3.0;2.0
27434;COC(=O)C(Cc1ccccc1)NC(N)=O;0;222.100442308;0.4389999999999998;3.0;2.0
27435;CC(N)C(=O)N(CCO)CC(=O)N(CC#N)CCC#N;0;281.148789468;-1.5796399999999977;6.0;2.0
27436;C=CC=Nc1ncnc2[nH]c(=O)n(CCC#N)c12;0;242.09160894;0.9215799999999998;6.0;1.0
27437;O=C(O)CCC=Nc1nc(=O)[nH]c2[nH]c(=O)[nH]c12;0;251.065453768;-0.49340000000000045;5.0;4.0
27438;CC(C#N)N(C(N)=O)c1ncnc2c1ncn2C=CC#N;0;282.09775694;0.6177600000000002;7.0;1.0
27439;CCN(CCC(=O)O)C(=O)CCN(CC#N)CCC#N;0;280.1535405;0.43896000000000024;5.0;1.0
27440;CC(C=Nc1[nH]cnc1C(O)C(O)CO)NC(=N)N;0;270.144038436;-1.6298299999999988;6.0;7.0
27441;CCNCC(=O)NCC(=O)NC(C#N)Cc1ccccc1;0;288.15862588;-0.03681999999999874;4.0;3.0
27442;NC(=O)C(CO)Nc1[nH]cnc1Cc1ccccc1;0;260.127325752;0.2585999999999995;4.0;4.0
