smiles; heat of formation [kcal/mol]
N#CCNCC(=O)N(CCC(N)=O)CC(N)=O;-101.44265
N#CCN(CC(=O)N(CCC(N)=O)CC(N)=O)C(=N)N;-89.87914
N#CCN(CC(=O)N(CCC(N)=O)CC(N)=O)C(N)=O;-155.11859
N#CCN(CC(=O)N(CCC(N)=O)CC(N)=O)C(=O)CN;-143.0312
N#CC(NCC(=O)N(CCC(N)=O)CC(N)=O)C(=O)O;-190.76454
N#CCN(CC(=O)NCCC(N)=O)CC(O)C(=O)O;-206.76932
N#CCNCC(=O)N(CCC(N)=O)CC(=O)O;-156.28036
N#CCN(CC(=O)N(CCC(N)=O)CC(=O)O)C(=N)N;-129.39646
N#CCN(CC(=O)N(CCC(N)=O)CC(=O)O)C(N)=O;-195.82152
N#CCN(CC(=O)N(CCC(N)=O)CC(=O)O)C(=O)CN;-186.49103
N#CC(NCC(=O)N(CCC(N)=O)CC(=O)O)C(=O)O;-235.0628
N#CCN(CC(=O)NCCC(N)=O)C(=N)N;-46.06989
N#CCN(CC(=O)NCCC(N)=O)C(=N)NC(=N)N;-29.90541
N#CCN(CC(=O)NCCC(N)=O)C(N)=O;-110.33939
N#CCNCC(=O)NC(CC(N)=O)C(N)=O;-110.65405
N#CCN(CC(=O)NC(CC(N)=O)C(N)=O)C(=N)N;-86.34913
N#CCN(CC(=O)NC(CC(N)=O)C(N)=O)C(N)=O;-154.7917
N#CC(NCC(=O)NC(CC(N)=O)C(N)=O)C(=O)CCO;-196.54238
N#CCN(CC(=O)NC(CC(N)=O)C(N)=O)C(=O)CN;-145.15467
N#CC(NCC(=O)NC(CC(N)=O)C(N)=O)C(O)CO;-198.4305
N#CC(NCC(=O)NC(CC(N)=O)C(N)=O)C(=O)O;-196.784
N#CCN(CC(=O)NCCC(N)=O)C(=O)CCNC(=N)N;-84.93613
N#CCN(CC(=O)NCCC(N)=O)C(=O)CCNC(N)=O;-150.83972
N#CC(NCC(=O)NCCC(N)=O)C(=O)CCO;-143.50902
N#CCN(CC(=O)NCCC(N)=O)C(=O)CN;-107.13727
N#CCN(CC(=O)NCCC(N)=O)C(=O)CNC(=N)N;-90.98121
N#CCN(CC(=O)NCCC(N)=O)C(=O)CNC(N)=O;-162.32729
N#CCN(CC(=O)NCCC(N)=O)C(=O)C(N)CO;-158.00256
N#CC(NCC(=O)NCCC(N)=O)C(O)CO;-167.25329
N#CC(NCC(=O)NCCC(N)=O)C(O)C(O)CO;-203.88863
N#CC(NCC(=O)NCCC(N)=O)C(=O)O;-147.89223
N#CCN(CC(=O)NC(CC(N)=O)C(=O)O)C(=N)N;-133.82063
N#CCNCC(=O)NCCC(=O)O;-109.84399
N#CCN(CC(=O)N(CCC(=O)O)c1ncco1)C(=N)N;-85.00883
N#CCN(CC(=O)N(CCC(=O)O)c1ncco1)C(N)=O;-147.87205
N#CCNCC(=O)N(CCC(=O)O)CCC(=O)O;-196.01586
N#CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)C(=N)N;-182.95909
N#CCN(CC(=O)N(CCC(=O)O)C(C#N)CO)C(=N)N;-92.93289
N#CCN(CC(=O)N(CCC(=O)O)C(C#N)CO)C(N)=O;-164.19177
N#CCNCC(=O)N(CCC(=O)OCC(N)=O)CC(N)=O;-191.46704
N#CCN(CC(=O)N(CCC(=O)O)CC(N)=O)C(=N)N;-130.13618
N#CCN(CC(=O)NCCC(=O)OCC(N)=O)C(=N)N;-130.77963
N#CCN(CC(=O)N(CCC(=O)O)CC(N)=O)C(N)=O;-194.22698
N#CCN(CC(=O)NCCC(=O)OCC(N)=O)C(N)=O;-194.2692
N#CCNCC(=O)N(CCC(=O)O)CC(=O)O;-199.47962
N#CCN(CC(=O)N(CCC(=O)O)CC(=O)O)C(=N)N;-176.01102
N#CCN(CC(=O)N(CCC(=O)O)CC(=O)O)C(N)=O;-235.13196
N#CC(NCC(=O)N(CCC(=O)O)CC(=O)O)C(=O)O;-282.60209
N#CCN(CC(=O)NCCC(=O)O)C(=N)N;-91.30973
N#CCN(CC(=O)NCCC(=O)O)C(=N)NC(=N)N;-74.15297
N#CCN(CC(=O)NCCC(=O)O)C(N)=O;-155.69278
N#CCN(CC(=O)NCCC(=O)O)C(=O)CCNC(=N)N;-139.50209
N#CCN(CC(=O)NCCC(=O)O)C(=O)CCNC(N)=O;-214.81345
N#CC(NCC(=O)NCCC(=O)O)C(=O)CCO;-196.76339
N#CCN(CC(=O)NCCC(=O)O)C(=O)CN;-146.26874
N#CCN(CC(=O)NCCC(=O)O)C(=O)CNC(=N)N;-135.69379
N#CCN(CC(=O)NCCC(=O)O)C(=O)CNC(N)=O;-190.89028
N#CCN(CC(=O)NCCC(=O)O)C(=O)C(N)CO;-202.9617
N#CC(NCC(=O)NCCC(=O)O)C(O)CO;-191.75855
N#CC(NCC(=O)NCCC(=O)O)C(O)C(O)CO;-252.50069
N#CC(NCC(=O)NCCC(=O)O)C(=O)O;-195.80709
N#CCNCC(=O)NC(CC(=O)O)C(=O)O;-196.41057
N#CCN(CC(=O)NC(CC(=O)O)C(=O)O)C(=N)N;-174.42998
N#CCN(CC(=O)NC(CC(=O)O)C(=O)O)C(N)=O;-243.74646
N#CCN(CC(=O)NC(CC(=O)O)C(=O)O)C(=O)CN;-230.48162
N#CC(NCC(=O)NC(CC(=O)O)C(=O)O)C(O)CO;-289.75894
N#CC(NCC(=O)NC(CC(=O)O)C(=O)O)C(=O)O;-275.17709
N#CCNCC(=O)NCC#N;22.89857
N#CCN(CC(=O)N(CC#N)c1cc[nH]c(=O)n1)C(=N)N;35.42704
N#CCN(CC(=O)N(CC#N)c1cc[nH]c(=O)n1)C(N)=O;-25.58567
N#CCN(CC(=O)N(CC#N)c1ncc(CO)o1)C(=N)N;6.74389
N#CCN(CC(=O)N(CC#N)c1ncc(CO)o1)C(N)=O;-56.63093
N#CCN(CC(=O)N(CC#N)c1ncco1)C(=N)N;51.80791
N#CCN(CC(=O)N(CC#N)c1ncco1)C(N)=O;-14.09051
N#CCN(CC(=O)N(CC#N)c1[nH]cnc1C#N)C(=N)N;115.73029
N#CCN(CC(=O)N(CC#N)c1[nH]cnc1C#N)C(N)=O;50.44668
N#CCN(CC(=O)N(CC#N)c1[nH]cnc1CO)C(=N)N;38.02594
N#CCN(CC(=O)N(CC#N)c1[nH]cnc1CO)C(N)=O;-34.30887
N#CCNCC(=O)NC(C#N)Cc1ccccc1;36.21575
N#CCN(CC(=O)NC(C#N)Cc1ccccc1)C(=N)N;58.26895
N#CCN(CC(=O)NC(C#N)Cc1ccccc1)C(N)=O;-5.63336
N#CCN(CC(=O)NC(C#N)Cc1ccccc1)C(=O)CN;-0.75746
N#CCNCC(=O)N(CC#N)CCc1ccccc1;38.84791
N#CCN(CC(=O)N(CC#N)CCc1ccccc1)C(=N)N;61.09841
N#CCNCC(=O)N(CC#N)C(Cc1ccccc1)C(N)=O;1.07228
N#CCN(CC(=O)N(CC#N)CCc1ccccc1)C(N)=O;-1.49144
N#CCNCC(=O)N(CC#N)C(CC#N)C(N)=O;6.71579
N#CCNCC(=O)N(CC#N)CCC(N)=O;-28.11742
N#CCN(CC(=O)N(CC#N)CCC(N)=O)C(=N)N;-1.62843
N#CCNCC(=O)N(CC#N)C(CC(N)=O)C(N)=O;-70.19849
N#CCN(CC(=O)N(CC#N)CCC(N)=O)C(N)=O;-72.47599
N#CCNCC(=O)NC(C#N)C(=CCO)c1ccccc1;8.14998
N#CCNCC(=O)N(CC#N)CCC(=O)O;-69.56202
N#CCNCC(=O)N(CC#N)CCC(=O)OCC(N)=O;-111.90623
N#CCN(CC(=O)N(CC#N)CCC(=O)O)C(=N)N;-52.97856
N#CCN(CC(=O)N(CC#N)CCC(=O)O)C(N)=O;-116.78584
N#CCNCC(=O)N(CC#N)C(CC(=O)O)C(=O)O;-155.74869
N#CCNCC(=O)NC(C#N)CC#N;48.37612
N#CCNCC(=O)N(CC#N)CC#N;58.2682
N#CCNCC(=O)N(CC#N)C(C#N)Cc1ccccc1;76.57727
N#CCNCC(=O)N(CC#N)C(C#N)CC#N;85.48908
N#CCN(CC(=O)N(CC#N)CC#N)C(=N)N;81.45632
N#CCN(CC(=O)N(CC#N)CC#N)C(=N)NC(=N)N;100.64145
N#CCN(CC(=O)NC(C#N)CCNC(=N)N)C(=N)N;61.59386
N#CCN(CC(=O)N(CC#N)CCNC(=N)N)C(=N)N;66.77419
N#CCN(CC(=O)N(CC#N)CCNC(=N)N)C(N)=O;-2.47953
N#CCN(CC(=O)NC(C#N)CCNC(=N)N)C(N)=O;-9.71228
N#CCN(CC(=O)N(CC#N)CC#N)C(N)=O;15.06729
N#CCNCC(=O)N(CC#N)C(C#N)CO;12.26599
N#CCN(CC(=O)N(CC#N)C(C#N)CO)C(=N)N;30.8403
N#CCN(CC(=O)N(CC#N)C(C#N)CO)C(N)=O;-33.90196
N#CCN(CC(=O)N(CC#N)C(C#N)C(O)CO)C(=N)N;-15.45473
N#CCN(CC(=O)N(CC#N)C(C#N)C(O)CO)C(N)=O;-84.59218
N#CCN(CC(=O)N(CC#N)C(C#N)C(=O)O)C(=N)N;-0.92594
N#CCN(CC(=O)N(CC#N)C(C#N)C(=O)O)C(N)=O;-67.71556
N#CCNCC(=O)N(CC#N)CC(N)=O;-22.05116
N#CCN(CC(=O)N(CC#N)CC(N)=O)C(=N)N;1.77657
N#CCN(CC(=O)N(CC#N)CC(N)=O)C(=N)NC(=N)N;18.66074
N#CCN(CC(=O)N(CC#N)CC(N)=O)C(N)=O;-62.91837
N#CCNCC(=O)N(CC#N)CCO;-25.22039
N#CCN(CC(=O)N(CC#N)CCO)C(=N)N;-4.11531
N#CCN(CC(=O)N(CC#N)CCO)C(=N)NC(=N)N;15.05581
N#CCN(CC(=O)N(CC#N)CCO)C(N)=O;-66.39043
N#CCN(CC(=O)N(CC#N)C(CO)C(N)=O)C(=N)N;-43.55367
N#CCN(CC(=O)N(CC#N)C(CO)C(N)=O)C(N)=O;-106.9544
N#CCN(CC(=O)N(CC#N)CC(O)CO)C(=N)N;-53.74608
N#CCN(CC(=O)N(CC#N)CC(O)CO)C(N)=O;-117.34938
N#CCN(CC(=O)N(CC#N)CC(O)C(O)CO)C(=N)N;-102.81505
N#CCN(CC(=O)N(CC#N)CC(O)C(O)CO)C(N)=O;-172.04859
N#CCN(CC(=O)N(CC#N)C(CO)C(=O)O)C(=N)N;-90.83476
N#CCN(CC(=O)N(CC#N)C(CO)C(=O)O)C(N)=O;-149.8033
N#CCNCC(=O)N(CC#N)CC(=O)NCC#N;14.11367
N#CCNCC(=O)N(CC#N)CC(=O)NC(C#N)CC#N;39.22619
N#CCNCC(=O)N(CC#N)CC(=O)N(CC#N)CC#N;49.99495
N#CCNCC(=O)N(CC#N)CC(=O)NCC(N)=O;-62.96322
N#CCNCC(=O)N(CC#N)CC(=O)NCC(=O)O;-109.79559
N#CCNCC(=O)N(CC#N)CC(=O)O;-61.5255
N#CCN(CC(=O)N(CC#N)CC(=O)O)C(=N)N;-39.6275
N#CCN(CC(=O)N(CC#N)CC(=O)O)C(=N)NC(=N)N;-21.19602
N#CCN(CC(=O)N(CC#N)CC(=O)O)C(N)=O;-105.68242
N#CCN(CC(=O)NC(C#N)CNC(=N)N)C(=N)N;55.53333
N#CCN(CC(=O)NC(C#N)CNC(=N)N)C(N)=O;-9.32269
N#CCN(CC(=O)N(CCNC(=N)N)CC(N)=O)C(=N)N;-12.3612
N#CCN(CC(=O)N(CCNC(=N)N)CC(N)=O)C(N)=O;-85.49962
N#CCN(CC(=O)N(CCNC(=N)N)CC(=O)O)C(=N)N;-61.9074
N#CCN(CC(=O)N(CCNC(=N)N)CC(=O)O)C(N)=O;-120.19311
N#CCN(CC(=O)NC(CNC(=N)N)C(N)=O)C(=N)N;-13.78935
N#CCN(CC(=O)NC(CNC(=N)N)C(N)=O)C(N)=O;-83.04357
N#CCN(CC(=O)NC(CNC(=N)N)C(=O)O)C(=N)N;-57.72625
N#CCN(CC(=O)NC(CNC(=N)N)C(=O)O)C(N)=O;-132.06106
N#CCNCC(=O)NC(C#N)CO;-27.61494
N#CCNCC(=O)NC(C#N)C(O)Cc1ccccc1;-6.93366
N#CCNCC(=O)N(C(C#N)CO)C(C#N)CC#N;39.51826
N#CCN(CC(=O)NC(C#N)CO)CC(O)C(N)=O;-122.64337
N#CCN(CC(=O)NC(C#N)CO)C(=N)N;-7.90495
N#CCN(CC(=O)NC(C#N)CO)C(=N)NC(=N)N;10.56973
N#CCN(CC(=O)NC(C#N)CO)C(N)=O;-73.05002
N#CCNCC(=O)NC(C#N)C(O)CO;-70.74089
N#CCN(CC(=O)NC(C#N)CO)C(=O)CCNC(=N)N;-54.78967
N#CCN(CC(=O)NC(C#N)CO)C(=O)CCNC(N)=O;-119.69364
N#CCN(CC(=O)NC(C#N)C(O)CO)CC(O)C(N)=O;-174.83108
N#CCN(CC(=O)NC(C#N)CO)C(=O)CN;-69.11757
N#CCN(CC(=O)NC(C#N)CO)C(=O)CNC(=N)N;-47.46066
N#CCN(CC(=O)NC(C#N)CO)C(=O)CNC(N)=O;-109.12367
N#CCN(CC(=O)NC(C#N)CO)C(=O)C(N)CO;-118.82597
N#CCN(CC(=O)NC(C#N)(CO)CO)C(=N)N;-52.59353
N#CCN(CC(=O)NC(C#N)C(O)CO)C(=N)N;-58.84395
N#CCN(CC(=O)NC(C#N)(CO)CO)C(=N)NC(=N)N;-32.08637
N#CCN(CC(=O)NC(C#N)C(O)CO)C(=N)NC(=N)N;-36.45137
N#CCN(CC(=O)NC(C#N)(CO)CO)C(N)=O;-121.10109
N#CCN(CC(=O)NC(C#N)C(O)CO)C(N)=O;-126.11255
N#CCNCC(=O)NC(C#N)C(O)C(O)CO;-118.00778
N#CCN(CC(=O)NC(C#N)C(O)C(O)CO)C(=N)N;-108.9526
N#CCN(CC(=O)NC(C#N)C(O)C(O)CO)C(N)=O;-176.59688
N#CCNCC(=O)NCC(N)=O;-57.95336
N#CCN(CC(=O)N(CC(N)=O)c1ncco1)C(=N)N;-26.88111
N#CCN(CC(=O)N(CC(N)=O)c1ncco1)C(N)=O;-88.47906
N#CCNCC(=O)N(CC(N)=O)C(CC(N)=O)C(N)=O;-148.022
N#CCNCC(=O)N(CC(N)=O)C(C#N)Cc1ccccc1;0.97644
N#CCNCC(=O)N(CC(N)=O)C(C#N)CO;-74.98242
N#CCN(CC(=O)N(CC(N)=O)C(C#N)CO)C(=N)N;-50.73001
N#CCN(CC(=O)N(CC(N)=O)C(C#N)CO)C(N)=O;-112.70136
N#CCN(CC(=O)N(CC(N)=O)C(C#N)C(=O)O)C(=N)N;-78.21012
N#CCN(CC(=O)N(CC(N)=O)C(C#N)C(=O)O)C(N)=O;-143.3888
N#CCNCC(=O)N(CC(N)=O)CC(N)=O;-104.99895
N#CCN(CC(=O)N(CC(N)=O)CC(N)=O)C(=N)N;-82.15972
N#CCN(CC(=O)N(CC(N)=O)CC(N)=O)C(N)=O;-144.35608
N#CC(NCC(=O)N(CC(N)=O)CC(N)=O)C(=O)CCO;-184.45035
N#CCN(CC(=O)N(CC(N)=O)CC(N)=O)C(=O)CN;-138.051
N#CC(NCC(=O)N(CC(N)=O)CC(N)=O)C(O)CO;-196.62498
N#CC(NCC(=O)N(CC(N)=O)CC(N)=O)C(=O)O;-178.00579
N#CCN(CC(=O)N(CC(N)=O)C(CO)C(N)=O)C(=N)N;-125.51021
N#CCN(CC(=O)N(CC(N)=O)CC(O)CO)C(=N)N;-136.61835
N#CCN(CC(=O)N(CC(N)=O)CC(O)CO)C(N)=O;-199.00512
N#CCNCC(=O)N(CC(N)=O)CC(=O)O;-140.88417
N#CCN(CC(=O)N(CC(N)=O)CC(=O)O)C(=N)N;-122.23469
N#CCN(CC(=O)N(CC(N)=O)CC(=O)O)C(N)=O;-188.42481
N#CCN(CC(=O)N(CC(N)=O)CC(=O)O)C(=O)CN;-180.27612
N#CC(NCC(=O)N(CC(N)=O)CC(=O)O)C(O)CO;-231.96378
N#CC(NCC(=O)N(CC(N)=O)CC(=O)O)C(=O)O;-222.08611
N#CCN(CC(=O)NCC(N)=O)C(=N)N;-35.02021
N#CCN(CC(=O)NCC(N)=O)C(=N)NC(=N)N;-17.46884
N#CCN(CC(=O)NCC(N)=O)C(N)=O;-99.5518
N#CC(NCC(=O)NCC(N)=O)C(O)Cc1ccccc1;-85.78155
N#CCN(CC(=O)NCC(N)=O)C(=O)CCNC(=N)N;-81.63549
N#CCN(CC(=O)NCC(N)=O)C(=O)CCNC(N)=O;-150.22945
N#CC(NCC(=O)NCC(N)=O)C(=O)CCO;-138.33593
N#CCN(CC(=O)NCC(N)=O)C(=O)CN;-96.92145
N#CCN(CC(=O)NCC(N)=O)C(=O)CNC=CC(N)=O;-126.73694
N#CCN(CC(=O)NCC(N)=O)C(=O)CN=CCO;-126.57216
N#CCN(CC(=O)NCC(N)=O)C(=O)CN=C(CO)CO;-186.28682
N#CCN(CC(=O)NCC(N)=O)C(=O)CN=CC(O)CO;-187.47562
N#CCN(CC(=O)NCC(N)=O)C(=O)CN=CC(=O)O;-170.59799
N#CCN(CC(=O)NCC(N)=O)C(=O)CNC(=N)N;-73.42648
N#CCN(CC(=O)NCC(N)=O)C(=O)CNC(N)=O;-150.97818
N#CCN(CC(=O)NCC(N)=O)C(=O)CNC=O;-138.22499
N#CCN(CC(=O)NCC(N)=O)C(=O)C(N)CO;-144.22836
N#CCN(CC(=O)NCC(N)=O)C(=O)CNC(=O)CN;-148.91554
N#CC(NCC(=O)NCC(N)=O)C(O)CO;-160.3081
N#CCN(CC(=O)NC(C(N)=O)C(O)CO)C(=N)N;-128.84502
N#CCN(CC(=O)NC(C(N)=O)C(O)CO)C(N)=O;-197.75767
N#CC(NCC(=O)NCC(N)=O)C(O)C(O)CO;-210.274
N#CC(NCC(=O)NCC(N)=O)C(O)C(O)C(O)CO;-248.65178
N#CC(NCC(=O)NCC(N)=O)C(=O)O;-137.06624
N#CCN(CC(=O)N(CCO)c1cc[nH]c(=O)n1)C(=N)N;-49.94161
N#CCN(CC(=O)N(CCO)c1cc[nH]c(=O)n1)C(N)=O;-116.45169
N#CCN(CC(=O)N(CCO)c1ncco1)C(=N)N;-31.63854
N#CCN(CC(=O)N(CCO)c1ncco1)C(N)=O;-97.55555
N#CCN(CC(=O)N(CCO)c1[nH]cnc1C#N)C(=N)N;30.90571
N#CCN(CC(=O)N(CCO)c1[nH]cnc1C#N)C(N)=O;-32.15883
N#CCN(CC(=O)NC(CO)Cc1ccccc1)C(=N)N;-26.88973
N#CCN(CC(=O)NC(CO)Cc1ccccc1)C(N)=O;-90.79867
N#CCN(CC(=O)N(CCO)CCC(N)=O)C(=N)N;-83.62898
N#CCN(CC(=O)N(CCO)CCC(N)=O)C(N)=O;-157.76756
N#CCN(CC(=O)N(CCO)CCC(=O)O)C(=N)N;-130.70179
N#CCN(CC(=O)N(CCO)CCC(=O)O)C(N)=O;-202.80023
N#CCNCC(=O)N(CCO)C(C#N)Cc1ccccc1;-5.12461
N#CCNCC(=O)N(CCO)C(C#N)CC#N;1.25398
N#CCN(CC(=O)N(CCO)C(C#N)CO)C(=N)N;-55.23213
N#CCN(CC(=O)N(CCO)C(C#N)CO)C(N)=O;-119.8955
N#CCNCC(=O)N(CCO)CC(N)=O;-101.20238
N#CCN(CC(=O)N(CCO)CC(N)=O)C(=N)N;-86.62319
N#CCN(CC(=O)N(CCO)CC(N)=O)C(=N)NC(=N)N;-67.85522
N#CCN(CC(=O)N(CCO)CC(N)=O)C(N)=O;-150.55901
N#CCNCC(=O)N(CCO)CC(=O)O;-145.30981
N#CCN(CC(=O)N(CCO)CC(=O)O)C(=N)N;-126.52508
N#CCN(CC(=O)N(CCO)CC(=O)O)C(=N)NC(=N)N;-112.09538
N#CCN(CC(=O)N(CCO)CC(=O)O)C(N)=O;-192.52523
N#CCNCC(=O)NC(CO)C(N)=O;-104.07715
N#CCNCC(=O)NCC(O)C(N)=O;-108.84749
N#CCNCC(=O)N(CC(O)C(N)=O)C(CC#N)C(N)=O;-123.09297
N#CCN(CC(=O)NC(CO)C(N)=O)C(=N)N;-85.97487
N#CCN(CC(=O)NC(CO)C(N)=O)C(=N)NC(=N)N;-63.69089
N#CCN(CC(=O)NCC(O)C(N)=O)C(=N)NC(=N)N;-70.48277
N#CCN(CC(=O)NC(CO)C(N)=O)C(N)=O;-151.94472
N#CCN(CC(=O)NC(CO)C(N)=O)C(=O)CNC(=N)N;-124.10818
N#CCN(CC(=O)N(CC(O)CO)c1ncco1)C(=N)N;-82.95335
N#CCN(CC(=O)N(CC(O)CO)c1ncco1)C(N)=O;-147.51046
N#CCN(CC(=O)N(CC(O)CO)C(C#N)CO)C(=N)N;-103.92339
N#CCN(CC(=O)N(CC(O)CO)C(C#N)CO)C(N)=O;-165.84034
N#CCN(CC(=O)NC(CO)CO)C(=N)N;-83.8502
N#CCN(CC(=O)NC(CO)CO)C(=N)NC(=N)N;-66.91186
N#CCN(CC(=O)NC(CO)CO)C(N)=O;-152.19208
N#CCN(CC(=O)NC(CO)CO)C(=O)CNC(=N)N;-135.53432
N#CCN(CC(=O)NC(CO)CO)C(=O)CNC(N)=O;-203.14945
N#CCN(CC(=O)NC(CO)C(O)CO)C(=N)N;-136.77262
N#CCN(CC(=O)NC(CO)C(O)CO)C(N)=O;-210.77246
N#CCNCC(=O)NC(CO)C(=O)O;-150.05202
N#CCN(CC(=O)NC(CO)C(=O)O)C(=N)N;-129.78979
N#CCN(CC(=O)NC(CO)C(=O)O)C(=N)NC(=N)N;-111.94197
N#CCN(CC(=O)NCC(O)C(=O)O)C(=N)NC(=N)N;-118.34149
N#CCN(CC(=O)NC(CO)C(=O)O)C(N)=O;-195.43166
N#CCN(CC(=O)NCC(=O)C(=O)O)C(=O)CNC(=N)N;-150.16322
N#CCN(CC(=O)NCC(=O)C(=O)O)C(=O)CNC(N)=O;-218.53645
N#CCNCC(=O)NCC(=O)NCCC(N)=O;-107.69322
N#CCNCC(=O)NCC(=O)N(CCC(N)=O)CC(N)=O;-146.6712
N#CCNCC(=O)NCC(=O)N(CCC(N)=O)CC(=O)O;-188.55764
N#CCN(CC(=O)NCC(=O)NCCC(N)=O)C(=N)N;-93.29918
N#CCN(CC(=O)NCC(=O)NCCC(N)=O)C(N)=O;-151.86517
N#CCNCC(=O)NCC(=O)NC(CC(N)=O)C(N)=O;-155.74817
N#CCNCC(=O)NCC(=O)NCCC(=O)O;-149.71852
N#CCN(CC(=O)NCC(=O)NCCC(=O)O)C(=N)N;-139.69993
N#CCN(CC(=O)NCC(=O)NCCC(=O)O)C(N)=O;-204.59572
N#CCNCC(=O)NCC(=O)NC(CC(=O)O)C(=O)O;-243.96149
N#CCNCC(=O)NCC(=O)NCC#N;-25.09493
N#CCNCC(=O)NCC(=O)NC(C#N)Cc1ccccc1;-3.63905
N#CCNCC(=O)NCC(=O)N(CC#N)CC#N;19.03935
N#CCNCC(=O)NCC(=O)NC(C#N)CC#N;4.77766
N#CCNCC(=O)NCC(=O)N(CC#N)C(C#N)CC#N;46.48792
N#CCN(CC(=O)NCC(=O)N(CC#N)CC#N)C(=N)N;32.13905
N#CCN(CC(=O)NCC(=O)N(CC#N)CC#N)C(N)=O;-34.34057
N#CCNCC(=O)NCC(=O)N(CC#N)CC(N)=O;-64.6906
N#CCN(CC(=O)NCC(=O)N(CC#N)CCO)C(=N)N;-54.72245
N#CCN(CC(=O)NCC(=O)N(CC#N)CCO)C(N)=O;-108.85924
N#CCNCC(=O)NCC(=O)N(CC#N)CC(=O)O;-109.88927
N#CCNCC(=O)NCC(=O)NC(C#N)CO;-72.0325
N#CCN(CC(=O)NCC(=O)NC(C#N)CO)C(=N)N;-55.73455
N#CCN(CC(=O)NCC(=O)NC(C#N)CO)C(N)=O;-122.63237
N#CCNCC(=O)NCC(=O)NCC(N)=O;-102.38217
N#CCNCC(=O)NCC(=O)N(CC(N)=O)CC(N)=O;-140.49104
N#CCNCC(=O)NCC(=O)N(CC(N)=O)CC(=O)O;-188.76866
N#CCN(CC(=O)NCC(=O)NCC(N)=O)C(=N)N;-76.27888
N#CCN(CC(=O)NCC(=O)NCC(N)=O)C(N)=O;-151.98519
N#CC(NCC(=O)NCC(=O)NCC(N)=O)C(=O)CCO;-187.41774
N#CCN(CC(=O)NCC(=O)NCC(N)=O)C(=O)CN;-139.64315
N#CC(NCC(=O)NCC(=O)NCC(N)=O)C(O)CO;-208.976
N#CC(NCC(=O)NCC(=O)NCC(N)=O)C(=O)O;-179.90636
N#CCN(CC(=O)NCC(=O)NC(CO)C(N)=O)C(=N)N;-138.47586
N#CCNCC(=O)NCC(=O)NCC(=O)NCC#N;-67.51826
N#CCNCC(=O)NCC(=O)NCC(=O)NCC(N)=O;-138.14766
N#CCNCC(=O)NCC(=O)NCC(=O)NCC(=O)O;-200.26247
N#CCNCC(=O)NCC(=O)NCC(=O)O;-147.96486
N#CCNCC(=O)NCC(=O)N(CC(=O)O)CC(=O)O;-230.30455
N#CCN(CC(=O)NCC(=O)NCC(=O)O)C(=N)N;-131.10993
N#CCN(CC(=O)NCC(=O)NCC(=O)O)C(N)=O;-195.07545
N#CCN(CC(=O)NCC(=O)NCC(=O)O)C(=O)CN;-191.65573
N#CC(NCC(=O)NCC(=O)NCC(=O)O)C(O)CO;-239.56322
N#CC(NCC(=O)NCC(=O)NCC(=O)O)C(=O)O;-224.5314
N#CCNCC(=O)NCC(=O)O;-101.45446
N#CCN(CC(=O)N(CC(=O)O)c1ncco1)C(=N)N;-70.77101
N#CCN(CC(=O)N(CC(=O)O)c1ncco1)C(N)=O;-131.94788
N#CCN(CC(=O)NCC(=O)OCc1cnc[nH]1)C(=N)N;-39.04557
N#CCN(CC(=O)NCC(=O)OCc1cnc[nH]1)C(N)=O;-112.57703
N#CCNCC(=O)N(CC(=O)O)C(CC(=O)O)C(=O)O;-284.12767
N#CCNCC(=O)N(CC(=O)O)C(C#N)CO;-114.73011
N#CCN(CC(=O)N(CC(=O)O)C(C#N)CO)C(=N)N;-91.16037
N#CCN(CC(=O)N(CC(=O)O)C(C#N)CO)C(N)=O;-153.99214
N#CCN(CC(=O)N(CC(=O)O)C(C#N)C(=O)O)C(=N)N;-117.68456
N#CCN(CC(=O)N(CC(=O)O)C(C#N)C(=O)O)C(N)=O;-186.88138
N#CCN(CC(=O)NCC(=O)OCC(N)=O)C(=N)N;-113.31719
N#CCN(CC(=O)NCC(=O)OCC(N)=O)C(N)=O;-185.87211
N#CCN(CC(=O)N(CC(=O)O)CC(O)CO)C(=N)N;-173.52351
N#CCN(CC(=O)N(CC(=O)O)CC(O)CO)C(N)=O;-238.31299
N#CCNCC(=O)N(CC(=O)O)CC(=O)O;-187.30062
N#CCN(CC(=O)N(CC(=O)O)CC(=O)O)C(=N)N;-166.77736
N#CCN(CC(=O)N(CC(=O)O)CC(=O)O)C(N)=O;-230.0812
N#CCN(CC(=O)N(CC(=O)O)CC(=O)O)C(=O)CN;-219.81256
N#CC(NCC(=O)N(CC(=O)O)CC(=O)O)C(O)CO;-274.61298
N#CC(NCC(=O)N(CC(=O)O)CC(=O)O)C(=O)O;-272.5769
N#CCN(CC(=O)NCC(=O)O)C(=N)N;-81.20506
N#CCN(CC(=O)NCC(=O)O)C(=N)NC(=N)N;-61.52419
N#CCN(CC(=O)NCC(=O)O)C(N)=O;-146.60362
N#CC(NCC(=O)NCC(=O)O)C(O)Cc1ccccc1;-138.48765
N#CCN(CC(=O)NCC(=O)O)C(=O)CCNC(=N)N;-130.46716
N#CCN(CC(=O)NCC(=O)O)C(=O)CCNC(N)=O;-189.6354
N#CC(NCC(=O)NCC(=O)O)C(=O)CCO;-190.4971
