smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
CC(NCCC(=O)NC(C#N)CO)C(N)=O;1;11
N=C(N)NC(C=NCC(=O)N(CCO)CC(=O)O)CO;1;1
CCN(CC(=O)O)C(=O)CCN(CC(=O)O)C(N)=O;1;4
N=C(N)NCC(C=Nc1[nH]cnc1C(N)=O)(CO)CO;1;1
N#CCN(CC(N)=O)C(=O)CN(CC#N)C(=O)C(N)CO;1;30
N#CCCN(CCC#N)C(=O)CNC(=CC(=O)O)C(=O)O;1;1
NC(=O)Nc1nc(=O)n(CC(N)=S)c2[nH]cnc12;1;4
O=C(Cc1ccccc1)C(=O)Nc1nc(CO)co1;1;14
N#CCCNc1nc(N)nc(CN(CCC#N)CCC#N)n1;8;3
CSCCCNCCC(=O)O;1;12
NC(=O)Nc1ncco1;1;2
CCN(CCC(=O)O)C(=O)CN(CC#N)C(N)=O;1;5
COC(=O)c1nc[nH]c1N1CCC(N)=NC1=O;1;17
N#CCCN(CCC(=O)O)C(=O)CNC(=O)CNC(N)=O;2;5
C=C(c1ccccc1)c1nc[nH]c1NC=CC(N)=O;1;1
N#CCN(CCOC(=O)C(O)Cc1ccccc1)C(N)=O;1;7
N=CNC1=NC2OCC(O)C2O1;1;0
N=C(N)NCC=Nc1[nH]cnc1CO;1;1
N#CC(C#N)N=CC(CO)CNC(=N)N;1;1
CC(CO)=C(C(=O)O)c1ccccc1;1;2
CC=C(c1ccccc1)C(C#N)NC(C#N)C(O)CO;2;6
N#CCNC(=O)CCN(C=O)CC(=O)NCC#N;1;2
CC(C#N)N(C=O)CCC(=O)N(CCO)CCC(N)=O;1;3
N#CCCNC(=O)CN(CCC(N)=O)C(=O)CNC(N)=O;1;1
C=C(c1ccccc1)c1nc[nH]c1N=C(C)C;1;1
N=C(N)NC(=N)NCCC(=O)NC(C(N)=O)C(O)CO;1;1
CCN(CCC#N)C(=O)CNC(=O)CNC(=N)NC(=N)N;2;1
C=CC=C(c1ccccc1)C(C#N)NCCC#N;2;11
N#CCCN(CC(N)=O)C(=O)CNC(=O)CNC(=O)CN;1;31
N#CCC(C#N)NCC(O)Cc1ccccc1;1;13
N#CC=Cn1cnc(CC#N)c1N(C=O)CC#N;1;0
CC(N)C(=O)NC(CCC(N)C(=O)O)C(=O)O;1;31
CC(C#N)N(CCC(=O)NC(CO)CO)C(=N)NC(=N)N;1;1
N#CCNC(=O)CN(CC(=O)NCC#N)C(=N)NC(=N)N;1;1
CC=NC(C#N)CC#N;1;1
C=CC(C#N)NC(=O)CN=CC(O)C(O)CO;1;1
O=CC(=O)CC(O)C(O)C(O)CO;1;10
C=CC=C(c1ccccc1)C(O)C#N;1;5
N#CCCN(CCC#N)CC(=O)NCC(=O)O;2;8
N#CC(NCC(=O)NCCC(=O)O)C(O)CO;1;10
N#CCN(CC(N)=O)C(=O)CCN(CC(N)=O)C(=N)N;1;2
N#CCN(CCO)C(=O)CCN(CC(=O)O)C(N)=O;1;3
N#CCCN(C(=O)CNC(C#N)CO)C(C#N)CC#N;1;13
N=C(N)NCC(=O)N(CCO)CC(=O)NCC(N)=O;1;0
CC(C#N)N(CC#N)C(N)=O;1;1
CC(NC(=O)C(Cc1ccccc1)NCCC#N)C(=O)O;1;15
C=C(C=C(c1ccccc1)C(C#N)NCC#N)c1ccccc1;2;9
NC(=O)CC(C(N)=O)N(CCC(=O)O)C(N)=O;2;4
CC(C#N)N(C(=O)C(N)CO)C(C#N)Cc1ccccc1;1;33
O=CC(O)C(O)C(O)C(O)C(O)C(O)C(O)CO;2;12
N#CC(CCNC(=N)N)NC(=O)CNC(=O)CNC(=N)N;1;2
CC(O)C=NC(C#N)CCNC(=N)N;1;1
C=CC(C#N)NC(=O)CNC(=O)CN(CC(N)=O)C(=N)N;1;2
CC(C(N)=O)N(CC(=O)O)C(=O)C(=O)Cc1ccccc1;1;10
CC(C#N)N(CCC(=O)NCC(=O)NCC(=O)O)C(N)=O;2;5
CC(C#N)NC(Cc1ccccc1)C(N)=O;1;14
NC(=S)C(O)C(=O)O;1;2
CC(N)C(=O)NCC(=O)N(CC#N)CCC#N;1;31
N#CCN(C(=O)CNC(=CC(=O)O)C(=O)O)C(C#N)CO;1;1
CCN(CC(=O)O)C(=O)CNC(=S)CO;1;0
CC(C#N)Nc1[nH]c(=O)[nH]c1C(=O)O;1;7
O=CN(CCO)C(Cc1ccccc1)C(=O)O;1;3
Nc1[nH]cnc1C(=S)NCC(=O)NCCC(=O)O;1;1
NC=Nc1ncnc2[nH]cnc12;1;4
NC(=O)c1[nH]c(=O)[nH]c1NCC(O)C(O)CO;2;6
CC(O)C=NCC(=O)NCCC(N)=O;1;1
N=C(N)NCCN(C=O)c1[nH]cnc1C(N)=O;1;1
N#CC(CNC(=N)N)N=CCCC(C#N)(C#N)NC(N)=O;1;1
CC(C#N)NCCC(=O)N(CC#N)CC(O)C(O)CO;1;13
NC(=O)CCNC(=S)CCN(CC(N)=O)C(N)=O;1;0
CC(C=NCC(=O)N(CC(N)=O)CC(N)=O)NC(=N)N;1;1
N=C(N)NCCC(=O)Nc1[nH]cnc1CC(N)=O;1;1
C=CC=NCC(=O)N(CCC#N)C(CC(=O)O)C(=O)O;1;1
CC(C#N)N(CCC(=O)O)C(=O)CNC(N)=O;1;5
N#CCCN(C(=O)CNC(=N)N)C1=NC2OCC(O)C2O1;1;3
NC(=O)CN(CCO)C(=O)C(Cc1ccccc1)NC=O;1;3
CC(=O)C(C#N)NCC(=O)N(CC#N)CC#N;1;7
C=CC(=O)OCC(C#N)N(CCC#N)CC(N)=O;1;9
CC(C#N)NC(=O)CCN(CC(=O)NCC(N)=O)C(N)=O;1;1
COC(=O)CN(CC#N)C(=O)CNC(=N)N;1;16
NC(=O)C(Cc1ccccc1)NCC(O)C(O)CO;2;11
CC(C#N)N(C=O)C(C#N)CC#N;1;2
NC(=O)COC(=O)CCNCC(=O)O;1;11
C=C(c1ccccc1)C(N=C(CO)CO)C(N)=O;1;0
N#CC=CN(CC(=O)O)C(C#N)CO;1;0
CC(C#N)N(C=O)CCC(=O)N(CCC(N)=O)C(C)C#N;1;2
Cc1cnc(N=CC(CO)(CO)CNC(=N)N)o1;1;1
N#CCCN(CC#N)CC(=O)N(CC#N)C(C#N)C(=O)O;1;7
N#CCCN(CC(O)CO)C(Cc1ccccc1)C(=O)O;1;7
N#CCN(CC(O)CO)C(=O)CCNC(=N)NC(=N)N;1;1
C=CC=NC(CC(N)=O)C(N)=O;1;1
N#CC=Cn1cnc(Cc2ccccc2)c1NC(N)=O;1;0
CC(NC(=O)CN=CCc1cnc[nH]1)C(=O)O;1;1
N=C(N)NCCC=NCC(=O)N(CC(=O)O)CC(=O)O;1;1
CC(O)C(O)C(O)C=NCC(=O)NCC(N)=O;1;1
N#CC=CN(CCC(=O)O)C(CC(=O)O)C(=O)O;1;0
N=C(N)NCCNC(CC(N)=O)C(N)=O;2;3
N=C(N)NC(C(=O)O)C(O)C(O)CO;2;0
N#CCN(CC#N)C(=O)CN=CC(CO)CNC(=N)N;1;1
C=CC1NC(=O)N=C1N;1;0
CC(CO)=NC(C#N)CC#N;1;0
Cc1cnc(NC(N)=O)o1;1;1
CCN(CC(N)=O)C(=O)CN(CC#N)C(N)=O;1;1
CC(CO)=Nc1[nH]cnc1C(N)=O;1;0
N#CC(CNC(=N)N)NC(=O)CCN(CC(N)=O)C(N)=O;1;1
N#CC(C(=O)O)N(CC(=O)O)C(=O)CCNC(N)=O;1;5
C=CC(C#N)NC(=O)CNCCC(=O)OCc1cnc[nH]1;1;14
NC(=O)C=CNCC(N)=O;1;0
N#CC(CO)N(CCO)C(=O)CNC(=N)NC(=N)N;1;1
CCN(CC(=O)O)C(=O)CN=CC(O)C(O)C(C)O;1;1
CC(=O)C(C#N)NCC(=O)NCC(=O)N(CC#N)CC#N;1;6
CC(C#N)NC(=O)C(N)Cc1ccccc1;1;34
N#CCN(CC(N)=O)C(=O)CN=CC(O)CNC(=N)N;1;1
CC(C#N)N(C(=O)CN=CC(=O)CCO)C(C#N)CC#N;1;1
N#CC(CCC(C#N)(C#N)NC(N)=O)N=CC(=O)O;1;1
CSCCCNc1ncc(CO)o1;1;10
CCN(C(=O)CCN(CC(N)=O)C(N)=O)C(C)C#N;1;1
N=C(N)NC(=N)NCC=O;1;4
O=CNc1ccn(C2OCC(O)C(O)C2O)c(=O)n1;1;4
NC(=O)C(N=CC(O)C(O)C(O)CO)C(O)CO;1;1
N#CCN(C=O)c1ncnc(C#N)c1NC(N)=O;1;2
NC(=S)C(CO)Nc1ncnc2[nH]cnc12;1;4
CCN(CCC#N)C(=O)CN1CCC(N)=NC1=O;2;0
NC(=S)CNC(=S)c1nc[nH]c1N;1;1
NC(=O)CCNC(=O)CN=CCCC(=O)O;1;1
CC(C#N)N(CCC#N)C(C#N)C(O)CO;1;7
N#CCCNc1nc(Cc2ccccc2)co1;1;13
O=C(C(O)CO)C(O)C(O)C(O)Cc1ccccc1;1;12
NC(=O)CNC(=O)CN=CC(O)C(O)C(O)C(O)CO;1;1
CC(O)C=NC(Cc1ccccc1)C(=O)NC(C)C(N)=O;1;1
CCN(CCC(N)=O)C(=O)CCNC(=O)CNC(=N)N;1;0
N#CC=CN(CC(N)=O)CC(=O)NC(CC(N)=O)C(N)=O;1;0
N#CCCNC(=O)CNC(=O)CNC(CCO)=C(O)C#N;1;0
CC(NCCC(=O)N(CCC(N)=O)CC(=O)O)C(=O)O;1;10
CC(=S)NCC(=O)NC(CO)C(=O)O;1;0
O=C(CO)C(=C(CO)Cc1ccccc1)c1ccccc1;1;3
CC(NCCC(=O)NCCC#N)C(=O)O;1;14
N#CC(CO)N(CCNC(=N)N)C(=O)CCNC(N)=O;1;1
C=C(c1ccccc1)C(N=CC(C)O)C(N)=O;1;1
C=C(C=C(c1ccccc1)C(C#N)NCC)c1ccccc1;1;9
CC(O)C(=O)OCC1NC(=O)N=C1N;1;1
CCC(=S)NCC(=O)NC(C)C(=O)O;1;0
C=CC(C#N)N(CC(=O)NC(C#N)CC#N)C(=O)C(C)N;1;31
C=CC(C#N)N(CC(=O)NC(C#N)CC#N)C(=O)C(C)O;1;4
N#CCCN(CCC(=O)O)C(=O)CNC(N)=O;2;5
CC(O)C=O;4;27
N#CCNC(=O)CCNC(=O)CNC(=N)N;1;2
CC1OC2N=C(NC(=O)CNC(=N)NC(=N)N)OC2C1O;1;1
N#CCCN(CCC#N)C(Cc1ccccc1)C(=O)O;2;8
CCNC1=NC2OC(C(O)C(O)C(O)CO)C(O)C2O1;1;1
N#CCCN(CC(=O)OC(CC(N)=O)C(N)=O)C(N)=O;1;5
CC(O)C(=O)N(CCC(=O)O)CCc1ccccc1;1;6
CC(C)=NCC(=O)N(CCC#N)CCC(N)=O;1;1
N#CCCN(C(=N)N)C1=NC2OC(CO)C(O)C2O1;1;4
N=C(N)NC(=N)NCCC(=O)OC(CC(N)=O)C(N)=O;1;2
N#CCCNC(=O)CCN(CCC#N)C(=N)NC(=N)N;1;1
CSCCC(C#N)N=CC(O)C(O)C(O)CO;1;1
N#CCNCCC(N)=O;3;15
N#CCCC=NCC(=O)O;1;1
N#CCC(C#N)N(C=O)CCC(=O)NC(CO)C(O)CO;1;3
CC(NC(=O)CN=CC(=CCO)c1ccccc1)C(=O)O;1;1
N#CC(CO)N(CC(N)=O)C(=O)CNC=O;1;3
N#CCCN(CCC(N)=O)C(=N)C#N;1;0
NC(=O)CCN(CCO)C(=O)CCN(C=O)CC(=O)O;1;2
N=C(N)NC(Cc1ccccc1)C(=O)NC(CO)CO;1;1
CC(C#N)N(CCO)C(=O)CCN(CC#N)CCC#N;1;6
CC=Nc1nc(=O)n(CCc2ccccc2)c2[nH]cnc12;1;1
N#CC(CO)(CO)N=CCCC1(C#N)NC(=O)N=C1N;1;1
CC(O)C(=O)N(CCC#N)c1ncc(CO)o1;1;7
NC(=S)CCc1ccccc1;1;4
NC(C(=O)O)C(C(=O)O)C(O)(Cc1ccccc1)C(=O)O;1;19
NC1=NC(=O)N(c2nc(=O)[nH]c3[nH]cnc23)CC1;1;1
N#CC=CN(CCC(=O)O)c1nc(=O)[nH]c2[nH]cnc12;1;0
N#CCCNC(=O)CCNC(=N)NC(=N)N;1;1
N#CC(=N)Nc1nc(CNC(N)=O)nc(N=C(N)C#N)n1;1;0
CC(C=O)N(CC=O)CCC=O;1;20
COC(=O)CCN(CCC(N)=O)C(=O)CNC(=N)N;1;14
NC(=O)CN(CCC(N)=S)CCc1ccccc1;1;3
N#CC(CO)NC(=O)CN(CCC(N)=O)CC(N)=O;1;4
CC(OC(=O)CCNCCC(=O)O)C(N)=O;1;11
N#CCN(C(=N)NC(=N)N)C(Cc1ccccc1)C(N)=O;1;2
N#CCC(C#N)N(CC#N)C(=O)CNCCNC(=N)N;1;7
N#CC(O)CC(C(O)C#N)N(CC(O)C#N)C(=N)N;1;5
COC(=O)CCN(CCC(N)=O)C(=O)CNC(=O)CN;1;29
N#CCCN(C(N)=O)c1ncco1;1;3
CC(NC(=O)CCN(C=O)CC(=O)NCC#N)C(=O)O;1;2
NC(=O)c1nc[nH]c1NCC(O)Cc1ccccc1;2;7
N#CCN(CCC(N)=O)C(=O)CN=CCNC(=N)N;1;1
O=C(O)C(=O)C(=CCCNc1ncco1)C(=O)O;1;5
CSC(=O)C(C)OC(=O)c1[nH]c(=O)[nH]c1NC(N)=O;1;4
O=C(O)CC(NC(=O)CNC(CO)C(O)CO)C(=O)O;1;11
N=C(N)NCCC=NCC(=O)NCC(N)=O;1;1
NC(=O)CN(CCC(=O)Nc1ncc(CO)o1)C(N)=O;1;3
O=C(O)CN(CCO)C(=O)C(O)Cc1ccccc1;2;4
C=CC(C#N)N(C(=O)C(C)N)C(C#N)CO;1;32
N#CCN(CCC(=O)N(CC#N)CC#N)C(N)=O;1;1
CC(NC(N)=O)C(=S)NCC#N;1;1
CC(C#N)N(C=O)CCC(=O)NCC(N)=O;2;2
C=C(c1ccccc1)C(C#N)NC(C#N)C(O)C(O)CO;2;6
C=C(c1ccccc1)C(C(N)=O)N(CC#N)C(=O)CN;1;32
CC(C#N)N(C(=O)CNC(N)=O)c1[nH]cnc1C(N)=O;1;6
CC(C#N)NC(=O)CNC(=O)CCN(CC(N)=O)C(N)=O;1;1
CC(C#N)N(CCC#N)C(=O)CN(CC(N)=O)C(N)=O;1;1
N#CC(C(=O)O)N(C=O)CC(N)=O;1;1
C=CC(NC(C(N)=S)C(N)=S)C(N)=S;1;2
CC(C#N)N(CCO)C(=O)CCN(CC(=O)O)C(N)=O;1;3
CSCCC(=O)Nc1c(C#N)ncn1C=CC#N;1;1
CC(NC(=O)CN=CCCNC(=N)N)C(=O)O;1;1
N#CCCN(CCC#N)c1[nH]c(=O)[nH]c1C#N;1;8
NC(=O)CCNC(=O)CN=CC(O)C(O)C(O)CO;1;1
CC(N)C(=O)N(CC(=O)N(CC#N)CC#N)CC(O)CO;1;32
NC(=O)NCCC(=O)N(CCO)C(CC(=O)O)C(=O)O;1;1
CC=C(C=NC(C#N)C(C)O)c1ccccc1;1;1
N#CC=CN(CC#N)CC(=O)NC(C#N)CC#N;1;0
CC(C#N)N(CCC(=O)OCC(N)=O)C(=O)CNC(=N)N;1;3
N#CCCNC(=S)CCN(CC(N)=O)C(N)=O;1;1
N#CCCNC(=O)CN(CC#N)C(=O)CNC=CC(N)=O;1;0
CC(O)C(C#N)NC(=O)CNC(N)=O;1;3
N#CCCN(C(C#N)CC#N)C(C#N)C(O)CO;1;7
N#CCCNCC(=O)NCC(=O)NCC(N)=O;1;13
NC(=O)CC(NCCC(=O)NC(CO)C(=O)O)C(N)=O;2;9
CC(C#N)N(CCC#N)C(=O)CCN(C=O)CC(N)=O;1;2
N#CCCNCC(=O)NCC(=O)NCC(N)=S;1;1
N#CCC(C#N)NC(=O)CNC(=S)CNC(N)=O;1;1
CC(C#N)N(C=CC#N)CCC(=O)N(CCC#N)CCC#N;1;0
Cc1nc[nH]c1NC(=O)CCN(CCC(N)=O)C(N)=O;1;5
O=CC(O)C(O)C(O)C(O)C(O)Cc1ccccc1;1;14
C=CC=C(c1ccccc1)C(O)C(C=O)CC(N)=O;1;11
CC(C#N)NC(=O)CN(CCC(=O)OCC(N)=O)C(N)=O;1;5
N#CC(CCC(C#N)NC(=O)CN)NC(=O)CN;1;33
N#CCN(C(N)=O)c1cc[nH]c(=O)n1;1;4
N#CC(CO)N(CCC(=O)Nc1[nH]cnc1CO)C(N)=O;1;7
Cc1nc[nH]c1NC(=O)CNC(=O)CNC(=N)NC(=N)N;1;2
N#CCN(C=O)CCC(=O)O;1;2
CC(C#N)N(CC(=O)NCCC#N)C(=O)CNC(=N)N;1;2
N#CCCN(CCC(N)=O)C(=O)CCN(C=O)CC#N;1;2
CCN(CC(N)=O)C(=O)CN1CC(N)=NC1=O;2;0
NC(=O)CCN(C=O)c1[nH]cnc1CC(N)=O;1;3
N#CCn1c(=O)nc(N=CCCC(=O)O)c2nc[nH]c21;1;1
COC(=O)C=C(Nc1[nH]cnc1C(=O)O)C(=O)OC;1;18
N#CCN(CC(=O)O)C(=O)CNC(=O)C(N)CO;1;30
N#CC1(CCC=O)NC(=O)N=C1N;1;25
CC(C#N)N=CC(O)C(O)C(C)O;1;1
N#CCNC(=O)CN=CC(O)C(O)C(O)CO;1;1
CC(N)C(=O)NCC(=O)NCC(=O)NCC(N)=O;1;29
N#CCCNC(=O)CNC(=O)CNC(=O)CNC(=N)N;4;2
C=C(C=C(C(=O)C(=O)OC)c1ccccc1)c1ccccc1;1;17
N#CCN(CC(=O)O)C(=O)CCNC(CC(N)=O)C(N)=O;1;12
N#CCCn1c(C#N)c(NCCc2ccccc2)[nH]c1=O;1;10
NC(=O)CN(CC(N)=S)C(=O)CNCC(N)=S;1;0
NC(=O)CCNC(=S)C(CO)NCC(N)=O;1;0
N#CCc1nc[nH]c1NCC(O)CO;1;10
CC(C#N)N(CCC(N)=O)C(=O)CN(CCC#N)C(N)=O;1;1
NC(=O)N(CCc1ccccc1)c1nc(=O)[nH]c2[nH]cnc12;1;2
N#CC1CC(N)=NC(=O)N1CCO;1;1
CSCCC(=O)OCCN(CC(N)=O)C(N)=O;1;4
CC(C#N)NCCC(=O)N(CCNC(=N)N)CCC(N)=O;1;5
NC(=O)COC(=O)CCN(C=O)CCC(N)=S;1;0
O=C(O)CO;4;2
N#CCCN(CCO)C(=O)CN=CC(=O)O;1;1
O=C(O)CC(NCCc1ccccc1)C(=O)O;3;11
CCN(CC(=O)OC(CC(N)=O)C(N)=O)C(=N)N;1;1
O=C(C=Nc1nc(=O)[nH]c2[nH]c(=O)[nH]c12)CC(O)CO;1;1
N#CC(Nc1nc2[nH]cnc2c(=O)[nH]1)C(O)C(O)CO;1;8
CCN(C(=O)CCNC(=N)N)C(C)C#N;1;3
CC(N)C(=O)N(CC(=O)O)C(Cc1ccccc1)C(=O)O;1;31
N#CC(CO)N(CCC(=O)NC(CO)C(=O)O)C(=N)N;2;3
CC(C#N)N(CC#N)C(=O)CN=CCc1cnc[nH]1;1;1
N#CCN(CCO)C(=O)CN(CC(N)=O)C(=N)NC(=N)N;1;1
N#CCN(CC(N)=O)C(=O)CNC(=O)CN;1;31
C=CC=C(c1ccccc1)C(C#N)NC(CO)C(=O)O;1;8
CC(=NC(C(N)=O)C(O)CO)C(=O)O;1;0
CC(O)C=NCC(=O)N(CCC#N)CC(=O)NCC#N;1;1
N#CCC(C#N)N(CCOC(=O)CCNC(N)=O)C(N)=O;1;5
N#CC(O)=C(CCO)NC(CO)CO;1;0
NC(=O)NCCC(=O)NC(Cc1ccccc1)C(N)=O;1;1
N#CCCNC(=O)CN1CC(N)=NC1=O;2;0
N=CNc1c(CC(=O)O)ncn1C(=N)N;1;1
COC(=O)C=C(Nc1nc2[nH]cnc2c(=O)[nH]1)C(=O)OC;1;18
CSCCC=NCC(=O)NC(C#N)CC#N;1;1
CSC(=O)C(C)N=CCc1cnc[nH]1;1;0
N#CCNC(=S)CCNc1ncco1;1;4
C=C(c1ccccc1)C(O)C(=O)NC(C(=O)O)C(O)CO;1;5
NC(=O)N(CC(O)C(O)CO)c1nc(=O)[nH]c2[nH]cnc12;1;2
COC(=O)C(Cc1ccccc1)NC(=O)CNC(=N)N;1;15
N#CCCN(CC(N)=O)CC(=O)N(CCO)c1ncco1;1;7
N#CCNC(C(=O)O)C(O)C(O)CO;1;9
N#CC(C(O)Cc1ccccc1)N(C=O)CC(N)=O;1;4
CC(C#N)N(C(=O)CCN(C=O)CC#N)c1[nH]cnc1C#N;1;4
N=C(N)NCC(C=Nc1ncco1)C(O)C(=O)O;1;1
N#CC1(CCC=NCC(N)=O)NC(=O)N=C1N;2;1
CC(NCC(N)=O)C(N)=S;1;2
N#CCNC(=O)CNC(=O)CN(CCC(N)=O)C(=N)N;1;2
N#CCCN(CC(N)=O)C(C#N)Cc1ccccc1;1;4
CC=C(C=NC(C#N)C#N)c1ccccc1;1;1
CC(C(N)=O)N(CC(=O)O)C(=O)CCN(C=O)CCC#N;1;2
N#CCNC(=O)CN=CCCc1ccccc1;1;1
CC(C(N)=O)N(CC(=O)O)C(=O)CN1CC(N)=NC1=O;1;0
N#CCNC(=S)CNC(CC(=O)O)C(=O)O;1;1
CC(O)C(=O)N(CC(=O)NCC(=O)O)CC(O)CO;1;2
O=C(O)c1nc[nH]c(=O)c1N=CC(O)C(O)CO;1;1
N#CCCNCC(N)=O;2;15
NC(=O)NCC(=O)N(CC(=O)O)c1cc[nH]c(=O)n1;1;7
N#CCCNCC(N)=S;1;1
CC(OC(=O)CN(CCC#N)C(=O)CNC(N)=O)C(N)=O;1;5
CC(C)=NCC(=O)NC(C#N)C(=CCO)c1ccccc1;1;0
NC1=NC(=O)N(CC(=O)O)C1;2;0
Nc1[nH]c(=O)[nH]c1C(=S)NCC(=O)O;1;0
N#CCCN(C(N)=O)c1[nH]cnc1C(=O)NCCC(N)=O;1;6
CSCCC(=O)NCC(=O)N(CCO)CC(N)=O;1;2
N#CCN(CC(=O)O)C(=O)CN(C=O)C(C#N)CO;1;3
N#CCN(C(=O)CCN(CC(=O)O)C(N)=O)c1ncco1;1;7
NC(=O)CN(CC(=O)Nc1ncc(CO)o1)C(N)=O;1;3
NC(=O)C(Nc1ncnc2[nH]cnc12)C(O)C(O)CO;1;5
O=C(O)C=C(NCC(=O)NCCC(=O)O)C(=O)O;1;0
C=C(c1ccccc1)C(N=C(CO)C(O)CO)C(=O)O;1;0
CCN(CCC#N)c1[nH]cnc1CC#N;1;9
COC(=O)CC(C(=O)OC)N(CCC#N)CC(N)=O;1;18
CC(C#N)N(CC(=O)O)C(=O)CN=CC(=O)CC(O)CO;1;1
N#CCN(CC(=O)NC(C#N)C(O)CO)C(=N)N;1;4
N#CCC(C#N)NC(=O)CN(C=O)CCNC(=N)N;1;1
O=C(O)c1[nH]c(=O)[nH]c1N=CC(O)C(O)CO;1;1
COC(=O)CC(C(=O)OC)N(C(N)=O)C(C)C#N;1;17
CSC(=O)C(C)N=CC(CNC(=N)N)C(O)C(=O)O;1;0
N#CC(CO)NC(=O)c1nc[nH]c1NC(N)=O;1;7
N=C(N)NCCC(=O)OCC1NC(=O)N=C1N;1;0
NC(=O)COC(=O)C=CC(=O)OCC(N)=O;3;4
NC(=O)c1nc[nH]c1N(C=O)CCO;1;3
CC(C#N)N(CC#N)C(=O)CN=CC(CO)CNC(=N)N;1;1
N#CCN(CC#N)C(=O)CNC(=S)Cc1nc[nH]c1N;1;2
N#CCCN(CC#N)CC(=O)NC(CO)C(=O)O;1;6
CC(NC(=O)C(Cc1ccccc1)NC=O)C(=O)O;1;2
CC(C)=NCC(=O)NCC(=O)NCC(=O)NCCC#N;1;1
CC(NC(=O)CNC(=S)C(C)NC(N)=O)C(=O)O;1;0
CSCCC(=O)N(CC#N)C(C#N)CO;1;6
CCN(CC(N)=O)C(=O)CN=CCCC(N)=O;1;1
C=C(c1ccccc1)C(C#N)N(CCC#N)CCC(N)=O;1;4
O=C(O)CCC=NC(C(=O)O)C(=CCO)c1ccccc1;1;1
O=C(C=Cn1ccnc1)OCc1c[nH]c(=O)[nH]c1=O;1;5
CC(=O)C=NCC(=O)NCC(=O)N(CC#N)CC(=O)O;1;1
N=C(N)N(CCC(N)=O)CCC(=O)OCC(N)=O;2;1
Cc1nc[nH]c1NC(=O)CN(CC(N)=S)C(N)=O;1;3
CC(OC(=O)CCNCC(=O)NC(C#N)CO)C(N)=O;1;12
CC(=S)NCC(=O)NC(CO)C(N)=O;1;0
CCN(CC(N)=O)C(=O)CNC(=O)CCSC;1;0
CSCCC(=O)N(CCO)C(C#N)Cc1ccccc1;1;7
CC(C#N)N(CCC(=O)NC(CO)C(O)CO)C(N)=O;1;3
N#CCN(C(=O)CNC(CCO)=C(O)C#N)C(C#N)CO;1;0
O=C(O)CCNC(=S)CNc1cc[nH]c(=O)n1;1;1
NC(=S)CNC(=O)CNC(=S)CO;1;0
CCN(C(=O)CNC(N)=O)c1ncnc2[nH]cnc12;1;6
CC(NCCC(=O)OCc1cnc[nH]1)C(N)=O;1;11
C=C(c1ccccc1)C(O)C(=O)NCC(=O)NCC(=O)O;1;6
N#CCCN(C(C#N)C#N)C(C#N)CO;1;9
N#CCC(C#N)NC(=O)CNC(=O)CNC(CO)CO;1;12
C=CC(C#N)NC(=O)CNCCC#N;1;15
CC(Nc1[nH]cnc1C(O)CO)=C(O)C#N;1;1
NC(=S)CCN(CCC(=O)O)CC(=O)O;1;2
N#CC=CN(CCC#N)CC(O)CO;1;0
O=c1nc(N=C(CO)CO)cc[nH]1;1;0
N=C(N)n1cnc(C(=O)O)c1N(CCC(=O)O)CC(=O)O;1;1
N#CCCN(CC(=O)NC(C#N)CO)C(=O)C(N)CO;1;30
C=Cc1nc(N)nc(NC(Cc2ccccc2)C(=O)O)n1;12;2
NC(=S)CNCC(O)Cc1ccccc1;1;1
N#CCN(CC(=O)OCc1cnc[nH]1)C(=N)NC(=N)N;1;3
N#CCNC(=O)CCNC(=N)NC(=N)N;1;1
CC(O)C(=O)N(CCC(N)=O)C(C#N)CNC(=N)N;1;2
N#Cc1[nH]c(=O)[nH]c1NC(C#N)CO;1;8
CC(NC(=N)N)C(=O)OCc1nc[nH]c1NC(N)=O;1;2
NC(=O)NCC(=O)NC(C(=O)O)C(O)C(O)CO;1;1
N=C(N)NCC(=O)NCC(=O)OCc1cnc[nH]1;1;2
N#CCCN(C(=O)CCN(CC#N)C(=N)N)c1ncco1;1;6
CC(C=NC(C#N)CCC#N)NC(=N)N;1;1
NC(=O)N(CCC(N)=S)c1[nH]cnc1C(N)=S;1;3
CSC(=O)C(O)CCOC(=O)CNC(N)=O;1;4
O=C(O)CNC(=O)CN=CC(O)Cc1ccccc1;1;1
N#CCCN(CC(=O)O)C(CO)C(N)=O;1;5
CC(O)C(=O)NC(CNC(=N)N)C(=O)O;1;0
O=CCCNc1cc[nH]c(=O)n1;2;14
C=CC=NCC(=O)NC(C(=C)c1ccccc1)C(N)=O;1;1
NC(=O)C(O)C(O)Cc1ccccc1;1;4
N#CC(CO)N(C(=O)CNC(=N)N)c1ncco1;1;6
N=C(N)NCCC(=O)N(CCC(N)=O)c1cc[nH]c(=O)n1;1;2
N=C(N)N(CCC=O)c1ncco1;1;27
N#CCCN(CC#N)CC(=O)NCC(=O)NCC(=O)O;2;8
CC(C#N)N(CC(=O)O)c1nc(N)nc(CNC(N)=O)n1;10;17
N#CCCN(CCC(=O)NC(CO)CO)C(=N)N;1;3
O=C(O)c1nc[nH]c(=O)c1N=C(CO)C(O)CO;1;0
N#CC=CN(CCNC(=N)N)CC(=O)O;1;0
