smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
NC(=O)CNCCC(=O)OCC(N)=O;1;11
Nc1[nH]cnc1CO;2;13
N#CCNc1ncco1;1;15
NC(=O)c1nc[nH]c1N;2;14
N#CCN1CCC(N)=NC1=O;1;0
C=CC=NCC(=O)NCCC#N;1;1
N#CCCN(C(N)=O)C(C#N)(C#N)CCC=O;1;15
OCC(O)C=Nc1ncco1;1;1
N#CCCNc1c(N)ncnc1C#N;1;4
NC(=O)CNC(N)=O;1;0
N#CCN(C(N)=O)C(C#N)Cc1ccccc1;1;2
NC(=O)CCNC(=S)c1ncnc(N)c1N;1;4
NC(=O)C(C(N)=O)N1CCC(N)=NC1=O;1;0
N=C(N)NC(=N)NCC(=O)Nc1[nH]cnc1C(N)=O;1;2
O=C(O)C(Cc1ccccc1)N=CC(O)CO;1;1
N#CC(Cc1ccccc1)NC(=O)CNC(=N)NC(=N)N;2;2
C(=Nc1ncco1)C(=CCc1ccccc1)c1ccccc1;1;1
N#CC(O)CNC(=N)N;1;4
O=c1nc(N=CC(O)CO)cc[nH]1;1;1
N#CCc1nc[nH]c1N=CC(O)C(O)CO;1;1
CC=C(C=NC(C#N)CO)c1ccccc1;1;1
N#CCN(CC(=O)O)C(=O)CN=CC(=O)O;1;1
C=CC=NC(Cc1ccccc1)C(N)=O;1;1
N#CCN=CCO;1;1
N#CC(Cc1ccccc1)NC(=O)CN;1;34
COC(=O)CC(NCC(N)=O)C(=O)OC;1;16
C=Cc1nc(N)nc(N(CC#N)CC(=O)O)n1;2;19
COC(=O)CC(NCC#N)C(=O)OC;1;18
NC(=O)c1ncnc2[nH]c(=O)c(=O)[nH]c12;1;3
N#CCCNc1cc[nH]c(=O)n1;1;10
CC(C#N)N=CCO;1;1
CC=NCCC(N)=O;1;1
N#CCCNC(=O)CN=CCO;1;1
N#CCCN(C(=O)CNC(N)=O)c1ncnc2[nH]cnc12;1;7
N#CCCNC(=S)CCC(=S)NCCC#N;1;1
NC(=O)CCNC=O;1;1
N#CCc1nc[nH]c1N=CC(=O)O;1;1
O=C1CNC(=O)O1;1;12
N#CCc1nc[nH]c1N;2;16
N=C(N)NC(=N)NCC(=O)N(CCC(=O)O)CC(=O)O;1;1
N#CCCN=CCc1ccccc1;1;1
N#CC=Cn1cnc2c(NC(N)=O)ncnc21;1;0
C=CC=NCC(N)=O;1;1
N#CCC(C#N)NC(=O)CNC(=N)NC(=N)N;2;1
NC(=O)CCN(C(=O)CNC(N)=O)C(C(N)=O)C(N)=O;1;0
N#CC(NC=O)C(=CCc1ccccc1)c1ccccc1;1;3
N#CCC(C#N)NC(=O)CNCCC(=O)OCC(N)=O;1;13
O=C(O)CNC(Cc1ccccc1)C(=O)O;3;11
CC=NC(Cc1ccccc1)C(=O)O;1;1
N#CCNC(=O)CNC(=O)CN;1;33
C=C(c1ccccc1)C(N)C(N)=S;1;1
Nc1[nH]cnc1Cc1ccccc1;2;13
O=C(O)C=NCCC(=O)O;1;1
NC(=O)CN=CC(=O)O;1;1
N#CC(N)=Nc1ncnc2[nH]cnc12;1;0
N#CCCN(CC(N)=O)C(N)=O;1;1
N=C(N)NCC(=O)OCC(N)=O;1;1
N#CCN(CC#N)C(=O)CN=CCO;1;1
N#CCCN(CC(=O)O)c1[nH]cnc1C(=O)O;1;12
N#CCC(C#N)NC(=O)CNC(=S)CO;1;1
C=C(c1ccccc1)C(N)C(N)=O;1;14
N=C(N)NC(=N)NCC(=O)NCCC(N)=O;1;1
N=C(N)NC(=N)NCC(=O)NCCC(=O)O;1;1
N#CCN(C(N)=O)c1c(C#N)ncn1C(=N)N;1;1
N#CCC(C#N)NC(=O)CNC(=S)c1nc[nH]c1N;1;2
N=C(N)NCC=Nc1ncco1;1;1
N=CNc1nc(=O)[nH]c2[nH]cnc12;2;1
N#CC=CNc1[nH]cnc1C(=O)O;2;0
N#CCCN(C(N)=O)C(C#N)Cc1ccccc1;1;2
N#CCN(CC(=O)O)C(=O)CNC(N)=O;2;5
O=C(O)CNCC(=O)O;4;12
N#CCCN(C=O)c1[nH]cnc1C(=O)O;1;4
O=C1CNC(=O)N1;2;0
NC(=O)CC(N)C(N)=O;1;31
N#CC(CO)NC(=O)CNC(=N)N;1;2
O=CNc1[nH]cnc1Cc1ccccc1;1;3
N#CCN(CC(N)=O)C(=O)C(=O)N(CC#N)CC(N)=O;1;2
O=CNCCC(=O)O;1;1
C=C(C=NCC(=O)N(CC#N)CC(=O)O)c1ccccc1;1;1
NC(=O)CCNC(=S)c1nc[nH]c1NC(N)=O;1;1
NC(=O)c1nc[nH]c1N=CC(O)CO;1;1
COC(=O)CCNC(C#N)Cc1ccccc1;1;21
NC(=O)C=CNc1cc[nH]c(=O)n1;1;1
O=C(O)c1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
N=C(N)N(CC(N)=O)CC(N)=O;2;0
N=C(Nc1ncco1)C(=N)Nc1ncco1;1;2
NC(=S)CCNC(Cc1ccccc1)C(N)=S;1;3
N#CCN(CCc1ccccc1)C(=N)N;1;5
CC=Nc1ncnc2[nH]cnc12;1;1
NC(=O)CNC(=O)CNC=O;1;1
N=C(N)NCC(=O)N(CCC(N)=O)C(C(N)=O)C(N)=O;1;0
OCCNc1ncnc2[nH]cnc12;1;6
N#CCN(C(=N)N)C(C#N)Cc1ccccc1;1;5
N=C(N)n1cnc(C(=O)O)c1NC(N)=O;1;1
O=C(O)CC(N=CCO)C(=O)O;1;1
NC(=O)CCN(CC(N)=O)C(N)=O;1;0
N#CCN(CC#N)C(=O)CNC(=O)CN;1;31
N#CCCNC(=O)CNC(=S)c1nc[nH]c1N;1;2
CC=NCC(=O)N(CCC#N)CC(=O)O;1;1
N#CCCN(C(=O)CNC(N)=O)C(C#N)Cc1ccccc1;1;2
N#CC(NC(N)=O)=C1N=CNC1=N;2;0
N#CCC(C#N)NC(=O)CNC(=O)CN;1;32
O=C(O)CCN=CC(=CCc1ccccc1)c1ccccc1;1;1
N=C(N)NCC(N)=S;1;3
N=C(N)NC(=N)NCC(=O)O;3;1
OCC=C(C=Nc1ncco1)c1ccccc1;1;1
N#Cc1nc[nH]c1N=C(N)C(=N)Nc1[nH]cnc1C#N;1;4
N#CCCNC(C#N)CO;2;12
CC(C#N)NC(=O)CNC(=N)NC(=N)N;1;1
NCC(=O)NCCC(N)=S;1;3
N=C(N)NC(=N)NCC(=O)NCC(N)=O;2;1
N#CC(O)Cc1ccccc1;1;6
NCC(=O)NCCC(N)=O;2;29
NC(=O)NCC(=O)N(CCC(=O)O)CC(=O)O;1;4
NC(=O)CCNC(=S)c1nc[nH]c1N;1;1
C=CC=NC(C#N)C(=CCc1ccccc1)c1ccccc1;1;1
NC(=S)CCNCC(N)=S;2;0
C=CC=NC(CC(=O)O)C(=O)O;1;1
C=CC=NC(Cc1ccccc1)C(=O)O;1;1
CC=C(C=Nc1[nH]cnc1C#N)c1ccccc1;1;1
N#CC(=N)Nc1[nH]cnc1C(N)=O;1;0
N#CCCNC(=O)CNC(N)=O;2;1
NC(=O)CNC(=O)CN=CC(O)CO;1;1
N#Cc1nc[nH]c1N=CCc1ccccc1;1;1
N#CCN(CC(=O)O)C(=O)CN=CC(O)C(O)CO;1;1
C=CC(=O)O;4;4
N#Cc1[nH]c(=O)[nH]c1N=CCNC(=N)N;1;1
C=CC(=O)OCC(N)=O;1;8
N=C(N)Nc1ncnc(C(=O)O)c1NC(=N)N;2;1
N#CCCN(CCC#N)CC(=O)O;1;7
CC=C(C=NCCC(N)=O)c1ccccc1;1;1
N#CC(Cc1ccccc1)NCCc1ccccc1;1;14
NC(=O)CCNC(=S)C(O)Cc1ccccc1;1;1
O=C(O)CN=CC(O)CO;1;1
O=c1nc(N=CCO)cc[nH]1;1;1
N#CCCNC(=O)CNCC#N;1;15
NC(=O)NC(C(N)=O)C(N)=O;1;0
COC(=O)c1nc[nH]c1NC(N)=O;1;22
N#CCN(CC(=O)O)C(=O)C(=O)N(CC#N)CC(=O)O;1;8
N#CC(Cc1ccccc1)NC(=O)CNC=O;1;3
N#CC(N=CCO)C(=CCc1ccccc1)c1ccccc1;1;1
C=C(c1ccccc1)C(C#N)Nc1[nH]cnc1C#N;1;7
N#CC(N)C#N;1;13
N#CCNC(C#N)Cc1ccccc1;2;14
NC(=O)CCN(C(=O)CNC(N)=O)c1[nH]cnc1C(N)=O;1;5
N=C(N)NC(=N)NC(C=O)CC=O;1;4
COC(=O)CCNCC#N;1;14
C=C(c1ccccc1)C(C#N)NCC(N)=O;1;11
NC(=O)CCNC(=O)CNC(N)=O;1;0
N#CCC(C#N)N=CCc1ccccc1;1;1
N#CCCN(CC(=O)O)C(=O)CN=CC(O)CO;1;1
N#CCN(CC(=O)O)C(=N)C#N;1;0
NCC(=O)NC(CC(=O)O)C(=O)O;1;31
N#CCc1nc[nH]c1NC=CC(N)=O;1;1
N#CCC=O;1;17
NC(=S)CNCC(=O)O;1;0
C=CC=NCCC(=O)O;1;1
NC(=O)NCC(=O)Nc1[nH]cnc1C(N)=O;1;5
NC(=O)NC(C(N)=S)C(N)=S;1;2
N#CCCN(CC(=O)O)C(=O)CN=CCc1ccccc1;1;1
N#CCN(CC(=O)O)C(=N)N;1;3
N#Cc1nc[nH]c1NC(=N)C(=N)Nc1[nH]cnc1C#N;1;4
N#CCC(C#N)NC(C#N)Cc1ccccc1;1;14
N#CCCN(CC(=O)O)C(=O)CNC(=O)CNC(N)=O;1;5
O=CN(CC(=O)O)c1[nH]cnc1C(=O)O;1;3
N#CC=Cn1cnc(C(=O)O)c1NC(N)=O;1;0
N=C(N)NCC=Nc1cc[nH]c(=O)n1;1;1
N#CC(Cc1ccccc1)NC(=N)NC(=N)N;1;3
CC=C(C=NC(C)C#N)c1ccccc1;1;1
N#CCc1nc[nH]c1NC=N;2;4
N#CCNC(N)=O;1;1
N#CCc1nc[nH]c1NC=O;1;4
N#CC=CNC(N)=O;1;0
N=C(N)N(CC=O)CC=O;1;15
N=C(NCC(=O)O)C(N)=NCC(=O)O;1;0
N#CCCN(CC#N)C(=O)CNC(=S)CNC(N)=O;1;1
N=CNc1ncnc2[nH]cnc12;2;4
CCNC(C#N)Cc1ccccc1;1;14
N#CCCN(CC(=O)O)C(=O)CNC(=S)CO;1;1
N#CCC(C#N)NC(=N)N;1;4
O=C(CO)C(O)CO;1;14
N#CCCN(CC#N)C(=O)CNCC#N;1;15
N#CC(Cc1ccccc1)N=CCc1ccccc1;1;1
C=C(c1ccccc1)C(O)C#N;1;5
CC(O)C(=O)O;1;4
N#Cc1nc[nH]c1N;5;16
CC(C#N)NCC(=O)O;1;14
N=C(N)N(CCC(N)=S)CC(N)=S;1;3
N=C(N)N(CC=O)CCC=O;1;15
N#CC(C#N)N=CC(=CCc1ccccc1)c1ccccc1;1;1
O=C(O)CCNC(=O)C(=O)NCCC(=O)O;1;6
NC(=O)CNC(=O)CNC(=S)CNC(N)=O;1;0
C=C(C=NCC(N)=O)c1ccccc1;1;1
COC(=O)CCNCC(=O)NCC#N;1;14
COC(=O)CC(NCCC(N)=O)C(=O)OC;1;16
NC(=O)Nc1nc(=O)[nH]c2[nH]cnc12;1;2
N#CCNc1nc(=O)[nH]c2[nH]cnc12;1;10
Nc1ncnc2[nH]c(=O)[nH]c12;2;15
N#CC(Cc1ccccc1)Nc1[nH]cnc1C(N)=O;1;8
COC(=O)CC(NC(C#N)CO)C(=O)OC;1;17
N#CC(C#N)NC(N)=O;1;3
CC=C(c1ccccc1)C(N)C#N;1;16
N#CCN(CC(N)=O)C(=N)C#N;1;0
N#CCCNCC(=O)N(CC#N)CC#N;1;15
C=CC=Nc1cc[nH]c(=O)n1;1;1
O=C(O)CCNC(Cc1ccccc1)C(=O)O;1;11
O=C(O)C(O)CO;1;3
O=CNc1[nH]cnc1C(=O)O;1;3
NC(=O)C(NCCC(N)=S)C(N)=O;1;0
C=C(c1ccccc1)C(C#N)N=CC(O)Cc1ccccc1;1;1
N#CCCNCC(=O)NCC(N)=O;1;13
N=CNc1[nH]cnc1C(N)=O;2;4
N#CCCN(CCC#N)C(C(N)=O)C(N)=O;1;2
N=C(N)NCC(=O)NCC(N)=O;2;0
C=CC=Nc1ncco1;1;1
N#CC=CC#N;1;3
O=CC(O)C(O)C(O)CO;1;12
COC(=O)CCNCC(=O)N(CC#N)CC(=O)O;1;14
NC(=O)CNC(=O)CN=CCc1ccccc1;1;1
COC(=O)CCNCC(=O)NCC(N)=O;1;12
N=C(N)NC(=N)NC(Cc1ccccc1)C(=O)O;1;2
O=C(O)CCN(CCC(=O)O)CC(=O)O;3;4
N#CCCN(CCC#N)c1ncnc2[nH]cnc12;1;10
N#CC=CNCC(=O)NCC(N)=O;2;0
N#CCN(CC(=O)O)C(=O)CN=CCNC(=N)N;1;1
NC(=O)NCc1nc(N)nc(N)n1;2;16
N#CC=CNc1[nH]c(=O)[nH]c1C#N;2;0
NC1=NC(=O)CC1O;1;1
N#CC=CNc1ncnc2[nH]cnc12;2;0
O=c1nc(N=CCO)c2nc[nH]c2[nH]1;1;1
COC(=O)CCNCC(=O)N(CC#N)CCC#N;1;14
N#CCC(C#N)N(CC#N)C(=O)CN;1;33
N#CCN(CC#N)C(=O)CNC=O;1;2
C=C(C=Nc1[nH]cnc1C(N)=O)c1ccccc1;1;1
N=C(NCCC(N)=O)C(=N)NCCC(N)=O;1;0
NC(=O)C=CNc1ncco1;1;2
NC(=S)CNC=O;1;0
NC(=O)C(N=CCO)C(N)=O;1;1
NC(=O)CCN(C=O)CC(=O)O;1;1
CC(C#N)NC(N)=O;1;1
NC(=O)c1nc[nH]c1NCC(N)=S;1;3
C=C(C=NC(C#N)CO)c1ccccc1;1;1
N#CCCN(CC(=O)O)C(=O)CNC(=N)NC(=N)N;2;1
N=C(N)Nc1ncco1;1;3
NC(=O)C(Cc1ccccc1)NC=O;1;2
NC(=O)C=CNc1[nH]cnc1Cc1ccccc1;1;1
NC(=O)CNC(CC(N)=O)C(N)=O;1;11
O=CC(=O)CCO;1;13
N#CCCNC(=S)C(NC(N)=O)C(=S)NCCC#N;1;1
N=C(N)NCC(=S)NCCC(N)=O;1;0
N#CCCNC(=S)c1nc[nH]c1NC(N)=O;1;2
O=C(O)CNC(=O)CN=CCc1ccccc1;1;1
N#CCN(CC#N)C(=O)CNC(=S)CO;1;1
N#CCCN(C=O)c1[nH]cnc1C(N)=O;1;4
N#CCCN(CC(N)=O)C(=N)N;1;2
C=C(C=NCCC(=O)O)c1ccccc1;1;1
N#CC(=N)c1nc[nH]c1N;2;0
CC=NC(C#N)C(=CCc1ccccc1)c1ccccc1;1;1
N#CCN(CC#N)C(=O)CN=CCNC(=N)N;1;1
N#CC=CNC(CC(=O)O)C(=O)O;2;0
N#CCCC=O;1;17
N#CCN(CC(N)=O)C(=O)CNC(N)=O;1;1
N#CCCN=CC(O)C(O)CO;1;1
O=C(O)CCNc1ncnc2[nH]cnc12;1;6
CC(C#N)NC(=O)CNC(=N)N;1;2
N#CCN(CC#N)C(=O)CN=CC(=O)O;1;1
O=C(O)CNC(CC(=O)O)C(=O)O;1;10
CC(C#N)NC=CC#N;2;0
N#CCCNCC(=O)NCCC#N;1;15
NC(=O)CNC(=O)CN=CC(=O)O;1;1
O=C(O)CNC(=O)CN=CCO;1;1
N#CCN(C=O)CC(=O)O;1;2
N#Cc1nc[nH]c1N1CC(N)=NC1=O;1;4
N#CCCN(CC#N)C(=O)CN=CC(O)Cc1ccccc1;1;1
C=C(C=NC(C#N)Cc1ccccc1)c1ccccc1;1;1
N=C(N)NC(CC(N)=S)C(N)=S;1;3
NC(=O)COC(=O)CCNC(Cc1ccccc1)C(=O)O;1;11
C=C(c1ccccc1)C(C#N)NCCC#N;2;11
N#CC(N)Cc1ccccc1;3;34
N#CCCN(C(=N)N)C(C#N)Cc1ccccc1;1;5
NCC(=O)NC(CC(N)=S)C(N)=S;1;2
Nc1ncco1;1;18
N#CCC(C#N)NC(=O)CNC(=O)CNC(=N)N;1;2
N#CC=CN(CCc1ccccc1)CC(=O)O;1;0
COC(=O)CN(CC#N)C(=N)N;1;16
O=C(O)C(O)Cc1ccccc1;2;5
N#CC(Cc1ccccc1)NC(=O)CNC(=S)CO;1;2
NC(=S)C(O)Cc1ccccc1;1;4
O=CCCNc1[nH]cnc1C=O;2;13
NC(=O)CC(N=CC(O)Cc1ccccc1)C(N)=O;1;1
N#CC(Cc1ccccc1)N=CC(O)Cc1ccccc1;1;1
NCC(=O)NC(Cc1ccccc1)C(=O)O;1;32
O=CC(=CC(=CCO)c1ccccc1)c1ccccc1;1;27
N#CC=CNC(Cc1ccccc1)C(=O)O;2;0
N#CCNC(=O)CN=CC(=CCO)c1ccccc1;1;1
S;0;4
C=C(c1ccccc1)C(C#N)NC=CC(N)=O;1;1
N=C(N)NCCC(N)=S;1;3
N#CCCN(CC#N)C(=O)C(=O)N(CC#N)CCC#N;1;4
O=CCCN(CC=O)CCC=O;1;20
N#CCCN(CC(=O)O)C(=O)CNC(=O)CN;1;31
NC(=O)C=CNc1ncnc2[nH]cnc12;1;1
OCC=Nc1ncco1;1;1
N#CC(Cc1ccccc1)NCC(=O)O;1;14
N#CCCNCC(=O)N(CC#N)CC(=O)O;1;15
N#Cc1nc[nH]c1NCCc1ccccc1;1;10
N#CCCNc1[nH]cnc1C(N)=O;1;9
C=C(c1ccccc1)C(C#N)NC=O;1;3
N#CC(CO)NC(C#N)Cc1ccccc1;1;13
NC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O;1;1
N#CCNCC#N;3;15
N#CCNc1nc(N)nc(-c2nc(N)nc(NCC#N)n2)n1;2;3
N=C(N)NC(=N)N(CC=O)CCC=O;1;4
N#CC1(C#N)CCC=N1;1;3
C#Cc1ccccc1;1;2
N#CCCNc1[nH]cnc1CC#N;1;10
NC(=O)CC(N=CC(=O)O)C(N)=O;1;1
N#CC1CC(N)=NC(=O)N1;1;0
O=C(O)C=Nc1nc(=O)[nH]c2[nH]cnc12;1;1
N#CC(Cc1ccccc1)N=CC(O)CO;1;1
N#CCNC(=O)CNC(=S)CO;1;1
N#CCCNC(=O)CNC=O;1;2
N=C(N)NCC(=O)NC(CC(N)=O)C(N)=O;1;0
N#CCC(C#N)NC(=O)CNC=O;1;2
NC(=O)c1nc[nH]c1NC(Cc1ccccc1)C(N)=O;1;6
N=C(N)NC(=N)NCC(=O)NC(CC(=O)O)C(=O)O;1;1
N#CCC(C#N)NC(=O)CNC(=N)N;2;2
N#CCCNC(=O)CNCCC(=O)OCC(N)=O;1;13
O=CCNc1ncnc2[nH]cnc12;1;14
NC(=O)NCC(=O)Nc1[nH]cnc1C(=O)O;1;9
NC(=O)Nc1ncnc2c(N)nc(=O)[nH]c12;1;14
NC(=O)N(CC(N)=S)c1[nH]cnc1C(N)=S;1;3
N#CCN(CC(N)=O)C(=O)CN;1;31
C=C(C=NCCC(N)=O)c1ccccc1;1;1
N#CC=Cn1cnc(C#N)c1N(CCC#N)C(N)=O;1;0
N#CC(Cc1ccccc1)N(CC(=O)O)C(N)=O;1;6
N#CCCN(C=O)CC#N;1;2
N#CCCNC(C#N)CC#N;1;13
Nc1[nH]c(=O)[nH]c1C(=O)O;1;12
NC(=O)CNC(=S)CO;1;0
N#Cc1[nH]c(=O)[nH]c1NC=CC(N)=O;1;0
CC=C(C=NCC#N)c1ccccc1;1;1
CCNc1ncnc2[nH]cnc12;1;6
N#CC=CN(CC(N)=O)c1[nH]cnc1C(N)=O;1;0
NC(=O)CCN(CCC(N)=O)CC(N)=O;1;1
N#CCNc1[nH]cnc1CC#N;1;10
N=C(N)NC(=N)NCC(=O)OCC(N)=O;1;2
N#CCN(CC#N)C(=O)CNC(=S)CNC(N)=O;1;1
C=C(C=NCC(=O)NCC(=O)O)c1ccccc1;1;1
N#CCN=CCNC(=N)N;1;1
N#CCNC(=O)CNC=CC(N)=O;1;0
Nc1nc(N)nc(C=Cc2nc(N)nc(N)n2)n1;2;17
N#CCNC(=O)CNC(=O)CNC(N)=O;1;1
N#Cc1nc[nH]c1NCCO;1;10
N#CCCNC(=S)CNC(=N)N;1;1
NC(=S)CCNc1[nH]cnc1C(N)=S;1;4
NC(=O)NCC(=S)NCC(=O)NCC(=O)O;1;0
N#CCNC(=O)CN=CC(O)Cc1ccccc1;1;1
NCC(=O)N(CCc1ccccc1)CC(=O)O;1;31
N#CC(CO)N=CC(O)C(O)CO;1;1
O=C(O)CCN=CC(O)Cc1ccccc1;1;1
N#CC=CN(CC#N)CCc1ccccc1;1;0
N=C(N)NCC=Nc1[nH]cnc1Cc1ccccc1;1;1
NC(=O)C(N=CC(O)C(O)CO)C(N)=O;1;1
NC(=O)NCC(=O)Nc1[nH]cnc1Cc1ccccc1;1;5
CC=C(C=NCC(=O)N(CC#N)CC#N)c1ccccc1;1;1
COC(=O)CCNC(CC(=O)O)C(=O)O;1;18
N#CCCNC(CC(=O)O)C(=O)O;1;13
CC(C#N)NCCC(=O)OCC(N)=O;1;12
N#CCCN(CC#N)C(=O)CNC(=N)NC(=N)N;2;1
N#CCN(CC#N)C(=O)CNC(=N)N;2;3
N=C(N)NCC(=O)NC(Cc1ccccc1)C(=O)O;1;1
NC(=O)Nc1[nH]cnc1C(=S)NCC(=O)O;1;1
N#CC(Cc1ccccc1)NC(=O)CN=CCO;1;1
N#CN=CN;1;0
NC(=O)CNc1[nH]cnc1C(=O)O;1;7
O=Cc1nc[nH]c1NCCc1ccccc1;1;20
O=CNCC(=O)NCC(=O)O;1;1
OCC(O)C(O)C=Nc1ncco1;1;1
N#CC(CO)NC=CC(N)=O;1;0
COC(=O)CCNCC(=O)NCC(=O)O;1;12
NC(=O)CNC(=O)CN=CCO;1;1
NC(=O)N(CCC(N)=S)C(C(N)=S)C(N)=S;1;2
N#CCCN(CC#N)C(=O)CNC=O;1;2
NC(=S)C(N)C(=CCc1ccccc1)c1ccccc1;1;1
NC(=O)C=CNc1nc(=O)[nH]c2[nH]cnc12;1;1
C=Cc1nc(N)nc(NCC(N)=O)n1;2;1
COC(=O)CC(NCC(=O)NC(C#N)CC#N)C(=O)OC;1;18
N#CCCN(CC(N)=O)C(=N)NC(=N)N;1;1
NC(=O)N(CC(N)=S)CC(N)=S;1;2
N#CCCN(C(=N)NC(=N)N)C(C#N)CC#N;1;2
NC(=O)NCC(=O)Nc1nc(=O)[nH]c2[nH]cnc12;1;2
N#CC(=N)N(CCc1ccccc1)CC(=O)O;1;0
NC(=O)NC(CC(=O)O)C(=O)O;1;4
N#CC=CNCC(=O)NC(C#N)CC#N;2;0
N#CCNC(=S)CNc1[nH]cnc1C(=S)NCC#N;1;2
N#CC(Cc1ccccc1)NCC(N)=O;1;14
N#CCCN(CC#N)C(=N)NC(=N)N;1;2
NC(=S)CCN(CCC(N)=S)CC(N)=S;1;3
N#CCCNCC(=O)NC(C#N)CC#N;1;15
CCNc1[nH]cnc1C(=O)O;1;6
N#CCc1nc[nH]c1N=CC(O)CO;1;1
N#CC=Cn1cnc2c(NC=O)ncnc21;1;0
N#CC(N)=C(N)C#N;1;6
N#CCCNC(=O)CNC(=S)CNC(=N)N;1;1
CC(C#N)N=CC(=O)O;1;1
OC(C=Nc1ncnc2[nH]cnc12)Cc1ccccc1;1;1
N#CCN(C(=O)CNC(=N)N)c1[nH]cnc1C(=O)O;1;4
N#CCN(CC(=O)O)C(=O)CNC(=N)NC(=N)N;2;1
N#CC=CN(CC#N)c1[nH]cnc1C#N;1;0
N#CCNC(=O)CNCCC(=O)OCC(N)=O;1;13
N#CCCN(C(=O)CNC(=N)N)c1ncnc2[nH]cnc12;1;5
N#CCN1CC(N)=NC1=O;1;0
NC(=O)NCC(=O)NCCC(=O)O;1;4
N#CC(O)C(O)C(O)CO;1;5
C=C(C=C(C=O)c1ccccc1)c1ccccc1;1;27
C=C(C=NCC#N)c1ccccc1;1;1
COC(=O)CNC(=N)N;1;14
O=C(O)CCNc1ncnc(C(=O)O)c1NCCC(=O)O;1;7
OCc1cnc[nH]1;1;6
N#Cc1nc[nH]c1NC(=O)CNC(=N)N;1;3
CC=NCC(=O)NCCC#N;1;1
C=C(C=NCC(=O)O)c1ccccc1;1;1
N#CCC(C#N)N(CC#N)C(=O)CNC(=N)NC(=N)N;1;1
N#CCNCC(=O)NCC(=O)O;1;15
N#CC(C#N)NC(C#N)Cc1ccccc1;1;7
N=CNC(Cc1ccccc1)C(N)=O;2;1
NC(=S)c1nc[nH]c1NC=O;1;1
N#CCCN(C(=N)NC(=N)N)C(C#N)Cc1ccccc1;1;3
N#CCCN(CC(=O)O)C(=O)CN=CCO;1;1
N=C(N)NCC(=O)NC(Cc1ccccc1)C(N)=O;1;1
N=C(N)NC(=N)NCC(=O)N(CCC(N)=O)CC(=O)O;1;1
O=c1nc(N=CCc2ccccc2)cc[nH]1;1;1
N#CNC=N;2;0
N=C(N)NC(=N)NCC(=O)N(CCC(N)=O)CC(N)=O;1;1
N#CC(N)=C(C#N)NC=CC(N)=O;1;0
N#CCCN(CC(=O)OCC(N)=O)C(=N)N;1;3
N#Cc1[nH]c(=O)[nH]c1N=CC(=CCO)c1ccccc1;1;1
N#Cc1[nH]c(=O)[nH]c1N=CCO;1;1
N#CC(Cc1ccccc1)N(CC(=O)O)C(=O)CN;1;34
N#CCCNC(=O)CNC(=S)C(O)Cc1ccccc1;1;2
NC(=O)C(N)CO;1;30
N#CCCN(CCC(N)=O)C(C(N)=O)C(N)=O;1;2
NC(=O)CNC(=O)CNC(=S)c1nc[nH]c1NC(N)=O;1;1
NC(=O)C=CNC(C(N)=O)C(N)=O;1;0
N#CC(Cc1ccccc1)N=CC(=O)O;1;1
NC(=O)CCNC(=S)CNC(N)=O;1;0
O=C(O)CCNC(=S)C(O)Cc1ccccc1;1;1
NC(=O)C=CNCCC(N)=O;1;0
N#CC=Cn1ccnc1;1;2
COC(=O)CCNCC(=O)O;1;12
N=C(N)NCC(=O)NC(CC(=O)O)C(=O)O;1;0
N#CC=CN(CC(N)=O)CC(=O)O;1;0
CC=C(C=Nc1cc[nH]c(=O)n1)c1ccccc1;1;1
C=C(c1ccccc1)C(C#N)NC=CC#N;2;0
N#CCCN;3;33
N#CCNc1ncnc2[nH]cnc12;1;10
N#Cc1[nH]c(=O)[nH]c1N=CCc1ccccc1;1;1
NC(=S)CC(N)C(N)=S;1;1
N#CC=CN(CC#N)C(C#N)CC#N;1;0
N=C(N)N(CCC(=O)O)CC(=O)O;3;0
N#CC=CN(CCC#N)C(C(N)=O)C(N)=O;1;0
CC(=S)NCC(=O)N(CC#N)CCC#N;1;1
N#CCCN(CC(=O)O)C(=O)CN;1;33
O=C(O)CCNCCC(=O)O;1;12
N#CCCN(CCC#N)C(=O)CNC(=N)N;1;3
N#CC(N)=Nc1[nH]cnc1C(=O)O;1;0
C=C(c1ccccc1)C(C#N)NCC#N;2;11
N#CC(=N)Nc1ncnc2[nH]cnc12;1;0
N#CC(Cc1ccccc1)NC(=O)CN=CC(=O)O;1;1
NC(=O)CNC=O;1;1
NC=Nc1[nH]cnc1C(=O)O;1;4
N#CCCN(CC#N)c1ncnc2[nH]cnc12;1;10
COC(=O)CCC(=O)OC;2;16
C=CC=NC(C#N)Cc1ccccc1;1;1
N#CC=CNc1[nH]cnc1C#N;2;0
NC(=O)CNC(=O)CNCCC(=O)OCC(N)=O;1;11
N#CCCN(CC(=O)O)C(N)=O;1;5
N#CCCN=CC(O)Cc1ccccc1;1;1
NC(=O)Nc1ncnc(C(N)=S)c1NC(N)=O;1;3
N#CCN(CC(=O)OC(CC(N)=O)C(N)=O)C(N)=O;1;5
NCC(=O)N(CC(N)=O)CC(=O)O;2;29
CC(=S)NCCC(=O)O;1;0
