smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
N#CCN(CCO)C(=O)C(N)Cc1ccccc1;1;33
N#CCN(CC(=O)N(CC(N)=O)CC(N)=O)C(N)=O;1;1
C=CC=NCC(=O)NCC(=O)NC(C#N)Cc1ccccc1;1;1
N#CC(CO)Nc1[nH]cnc1C(N)=O;1;8
N#CC=CNC(CO)C(=O)O;2;0
NC(=S)CN1CC(=O)NC1=O;1;2
O=C(O)CC(NC(=O)CN=CCc1ccccc1)C(=O)O;1;1
N#CCCN(CC(=O)O)C(=O)CNCC(O)C(O)CO;1;14
NC(=O)NCC(=O)NCC(=O)N(CC(=O)O)CC(=O)O;1;4
NC(=O)N(CC(N)=S)C(Cc1ccccc1)C(N)=S;1;3
N#CCCN(CC(=O)NCC#N)C(=N)NC(=N)N;2;1
O=c1[nH]c2ncnc(N=CC(O)CO)c2[nH]1;1;1
CC(C#N)NCC(N)=O;1;14
N#CCCn1c(=O)c(=O)n(CCC#N)c2c(C#N)ncnc21;1;5
O=C(CO)C(=CCc1ccccc1)c1ccccc1;1;3
N=C(N)NCC(=O)Nc1ncc(Cc2ccccc2)o1;1;1
C=C(c1ccccc1)C(N=CC(C)O)C(=O)O;1;1
N=C(N)NC(=N)NCC(=O)Nc1ncnc2[nH]cnc12;1;2
N#CCCC=NCC(=O)N(CC#N)CCC#N;1;1
N#CCCN(C(C#N)CO)C(C#N)Cc1ccccc1;1;7
CC(O)C(=S)NCC(=O)NC(C#N)CC#N;1;1
N=C(N)NC(=N)NCC(=O)NCC(=O)NCC(=O)O;2;1
NC(=O)C=CNCC(=O)NC(CC(=O)O)C(=O)O;1;0
N#CCN(CC(N)=O)C(=O)CNC(=S)c1nc[nH]c1N;1;2
N#CC(C#N)N=CC(Cc1ccccc1)NC(=N)N;1;1
N#CCCN(CCC(=O)OCC(N)=O)CC(=O)NCC#N;1;6
N#CCCN(CC(=O)Nc1[nH]cnc1C(=O)O)C(N)=O;1;10
N#CCN(CCC(=O)O)C(=O)c1nc[nH]c1NC(N)=O;1;10
N#CCCNC(=N)NC(=N)N;1;2
CSCCC(=O)N(CCO)CCC#N;1;6
NC(=O)CCN(CCC(=O)O)c1[nH]cnc1C(=O)O;1;10
O=C(O)CNC(=O)CNC(=S)C(O)Cc1ccccc1;1;1
N#CC=Cn1cnc2c(NC(=O)CNC(N)=O)ncnc21;1;0
C=C(c1ccccc1)C(NC(CC(N)=O)C(N)=O)C(N)=O;1;7
C=C(C=NCC(=O)N(CC#N)CCC#N)c1ccccc1;1;1
CC=NCC(=O)NCC(=O)NC(C#N)CC#N;1;1
CC(C#N)N(C(N)=O)c1ncnc2[nH]cnc12;1;7
CC(NC(=N)C(=N)NC(C)C(=O)O)C(=O)O;1;0
NC(=O)C(N=CCO)C(N)=O;1;1
OCC=Nc1ncnc2[nH]cnc12;1;1
N#CCCN(CCC#N)CC(=O)NC(C#N)CO;1;6
N=C(N)NC(=N)NCC(=O)NCC(=O)NCCC(N)=O;1;1
CC(C#N)Nc1cc[nH]c(=O)n1;1;9
N#CCN(CCO)C(=O)CCNC(C#N)CO;1;13
NC(=O)NCC(=O)NCC(=O)NCCC(=O)O;1;4
C=Cc1nc(N)nc(N(CC(=O)O)CC(=O)O)n1;6;17
N#CC=CNC(CC(N)=O)C(N)=O;2;0
N#CCCNC(=O)CCC(=O)NCCC#N;1;4
N#CCCN(C=O)c1ncnc2[nH]cnc12;1;5
N#CCCN1C(=O)N=C(N)C1CC#N;1;0
N#CCCN(CC#N)c1[nH]cnc1C(=O)OCc1cnc[nH]1;1;11
C=C(C=C(c1ccccc1)C(O)C#N)c1ccccc1;1;3
CC(=O)C=NCC(=O)NC(C#N)CC#N;1;1
N#CCCN(C=O)c1ncnc(C#N)c1N(C=O)CCC#N;1;3
N#CC(O)C(=CCO)c1ccccc1;1;5
N#CCCC=NC(C#N)C(O)Cc1ccccc1;1;1
O=C(O)c1nc[nH]c(=O)c1N=CC(O)Cc1ccccc1;1;1
O=C(O)Cc1nc[nH]c1NC(=O)C(O)Cc1ccccc1;1;9
CC(C#N)N(CCC#N)CC(=O)O;1;7
N#CCN(CC(=O)NCC(=O)O)C(=O)CNC(N)=O;1;5
N#CCCN(CC#N)C(=O)CCNC(C#N)CO;1;13
CC(O)C=NCC(=O)N(CC#N)CCc1ccccc1;1;1
CSCCC(=O)Nc1[nH]cnc1C(=O)O;1;10
OCC1OC(O)C(O)C(O)C1O;1;3
NC(=O)C(N=C(CO)CO)C(N)=O;1;0
N=C(N)NCC(=O)N(CCC(=O)O)c1[nH]cnc1C(=O)O;3;1
O=CCc1cnc[nH]1;1;17
N#CC(C#N)NC(C#N)CNC(=N)N;1;5
N#CCCN(CC(=O)NCC(=O)NCC(N)=O)C(=N)N;1;2
O=C(O)CNC(=O)C(=O)NCC(=O)O;1;6
C=C(c1ccccc1)C(NCCC(N)=S)C(N)=S;1;3
NC(=O)NCC(=O)Nc1[nH]c(=O)[nH]c1C(=O)O;1;8
N#Cc1nc[nH]c1NCC(O)Cc1ccccc1;1;10
C=Cc1nc(O)nc(NCC(=O)O)n1;1;8
NC(=O)CCNC(=O)CCC(=O)NCCC(N)=O;1;0
N=C(N)NC(=N)Nc1ncc(Cc2ccccc2)o1;1;2
NC=NC(Cc1ccccc1)C(N)=O;1;1
CSCCc1nc(N)nc(N(CCC#N)CC(N)=O)n1;2;19
NC(=S)C(O)C(O)Cc1ccccc1;1;4
N#CCCN(CCO)CCC#N;1;6
N#CC(N)=Nc1cc[nH]c(=O)n1;1;0
NC(=O)CNCC(=O)N(CC(N)=O)CC(N)=O;1;11
NC(=O)c1nc[nH]c1N=C(CO)CO;1;0
NC(=O)CCNC(=O)CNC(=O)C(N)Cc1ccccc1;1;30
OCC(O)C(O)C(O)C(O)C=Nc1ncnc2[nH]cnc12;1;1
N#CCCN1CC(N)=NC1=O;1;0
N#CCN(CC(N)=O)C(=O)CNC(=S)CO;1;1
COC(=O)CCN(C=CC#N)C(CC(N)=O)C(N)=O;1;0
N#CCCNC(=O)CNC(=O)CN=CCO;1;1
N#CC(N=CCO)C(=CCO)c1ccccc1;1;1
N#CCCN(CCC(N)=O)c1[nH]cnc1C(N)=O;1;8
N#CCCN(C(N)=O)c1nc(=O)[nH]c2[nH]cnc12;1;3
O=c1[nH]c2ncnc(N=C(CO)CO)c2[nH]1;1;0
C=C(c1ccccc1)c1nc[nH]c1NCC#N;1;9
O=CNc1ncc(Cc2ccccc2)o1;1;2
N#CCNCC(=O)NCC(=O)N(CC#N)CC(=O)O;1;13
CSCCC(=O)N(CC#N)CC#N;1;4
NC(=O)c1nc[nH]c1N=CC(=O)CCO;1;1
NC(=S)C(O)C(=CCc1ccccc1)c1ccccc1;1;3
CC(=O)C=NCCC#N;1;1
CC(C#N)NC(=O)CNC(=O)C(N)Cc1ccccc1;1;33
CC(O)C=NCC(=O)N(CCC(N)=O)CC(=O)O;1;1
COC(=O)CN(CC#N)C(=O)CNC(=N)NC(=N)N;1;15
CC=C(C=Nc1ncco1)c1ccccc1;1;1
N#CC=Cn1cnc(CC#N)c1NC(N)=O;1;0
N#CCNCC(=O)N(CC#N)CC#N;1;15
C=C(C=Nc1cc[nH]c(=O)n1)c1ccccc1;1;1
N#CCNC(CO)C(=O)O;1;12
CC(=O)CO;1;21
O=c1[nH]cnc2c1ncn2C1OCC(O)C1O;1;5
NC(=O)CNc1cc[nH]c(=O)n1;1;7
O=C(Nc1[nH]cnc1CO)C(O)Cc1ccccc1;1;7
N#CCCN(CC#N)CC(=O)Nc1ncc(CO)o1;1;6
O=C(O)C=C(C(=O)CO)c1ccccc1;1;2
NC(=O)COC(=O)CCNC(Cc1ccccc1)C(N)=O;2;11
N#CCN(CC(=O)NCC(=O)N(CC#N)CC#N)C(N)=O;1;1
COC(=O)CCNCC(N)=O;2;12
N#CCC(C#N)NC(=O)CN=C(CO)Cc1ccccc1;1;0
N#CCCNCC(=O)NCCC(N)=O;1;13
CC(C#N)N(C=CC#N)C(C#N)Cc1ccccc1;1;0
NCC(=O)N(CC(N)=O)C(CC(N)=O)C(N)=O;2;29
N#CCC(C#N)N=CC(O)CO;1;1
CC(=S)NCC(=O)NC(Cc1ccccc1)C(N)=S;1;1
N#CCC(C#N)NCCC(=O)N(CC#N)CC(N)=O;1;12
CC(=S)NCC(=O)NC(Cc1ccccc1)C(N)=O;1;1
N=C(N)n1cnc(C(N)=O)c1NC(=O)CNC(N)=O;1;1
O=C(O)C=NC(Cc1ccccc1)C(=O)O;1;1
N#CCCN(CC(N)=O)c1nc(N)nc(CNC(N)=O)n1;4;17
N#CC(O)C(=O)CCO;1;5
N#CCN(CCO)C(=N)NC(=N)N;1;2
N#CCN=CC(=CCO)c1ccccc1;1;1
N#CCNc1[nH]cnc1C(N)=O;2;9
N#CCCN(CC#N)CC(=O)NCC(=O)O;2;8
C=CC=C(C=NC(C#N)CNC(=N)N)c1ccccc1;1;1
N#CCN(CC(=O)O)C(=O)CNC(C#N)C(O)CO;1;10
N#CCNC(C#N)C(=CCO)c1ccccc1;2;10
N#CCCNC(CC(=S)NCC#N)C(=S)NCC#N;1;1
N#CCN(CCc1ccccc1)C(=O)CN;1;34
NC(=O)CCNC(=O)CN=CCc1ccccc1;1;1
NC(=O)CCNC(=O)CNC=O;1;1
NC(=O)CNC(=O)CNC(=CC(=O)O)C(=O)O;1;1
CC=C(c1ccccc1)C(C#N)N=CCO;1;1
N#CC=CN(CC(=O)O)C(C#N)Cc1ccccc1;1;0
NC(=O)N(CCC(=O)O)CCC(=O)O;1;4
CC(NC(C(N)=S)C(N)=S)C(N)=S;1;2
NC(=O)Cc1nc[nH]c1N=CC(=O)O;1;1
CC(=S)NCC(=O)NCC(=O)N(CC#N)CCC#N;1;1
N#CC(Nc1ncnc2[nH]cnc12)C(O)Cc1ccccc1;1;8
C=CC=NCC(=O)NCC(=O)NCC(N)=O;1;1
NC(=S)C(N)Cc1ccccc1;1;2
NC(=S)C(O)CO;1;3
N#CCNC(C#N)C(=CCc1ccccc1)c1ccccc1;2;9
CCN(C=CC#N)CC#N;1;0
NC(=O)N(CCc1ccccc1)CC(N)=S;1;3
C=C(c1ccccc1)C(C#N)NCC(=O)NC(C#N)CC#N;1;12
CC(C#N)NC(=O)CNC(=O)CN(CC#N)CCC#N;1;3
NC(=O)N(CC(N)=S)c1ncnc2[nH]cnc12;1;4
CC(C#N)NCCC(=O)N(CC#N)CC(=O)NCC(=O)O;1;12
C=C(C=Nc1ncnc2[nH]cnc12)c1ccccc1;1;1
C=Cc1nc(NC=N)nc(N(CC#N)CC#N)n1;2;0
N#CC(Cc1ccccc1)N=C(CO)CO;1;0
N#CCN(CC#N)C(=O)CNC(=S)CNC(=N)N;1;1
N#CCCN(CC(=O)N(CC#N)C(C#N)CO)C(N)=O;1;3
N#CCCN(CC(=O)N(CC#N)CCO)C(N)=O;1;3
N#CCNC(C#N)CC#N;3;13
CC(NC(=O)CN(CC#N)C(=N)NC(=N)N)C(N)=O;1;1
CSCCC(=O)N(CC#N)CCC(N)=O;1;2
NC(=O)C(NC=O)C(N)=O;1;0
N#CCC(C#N)NC(=O)CN=CCc1ccccc1;1;1
N#CC(Cc1ccccc1)NCCC(=O)NCC(N)=O;1;13
CSCCC(=O)NCC(=O)N(CC#N)CCC#N;1;2
N#CCNC(C#N)CNC(=N)N;2;6
N#CCC(C#N)NC(=O)CN=C(Cc1ccccc1)C(=O)O;1;0
NC(=O)Nc1[nH]cnc1C(=O)Nc1[nH]cnc1CO;1;6
N#CCc1ncn(C(=N)N)c1NC=N;1;1
O=C(O)CC(=O)O;1;8
NC(=O)c1[nH]c(=O)[nH]c1N=C(CO)C(O)CO;1;0
NC(=O)CNC(=O)CNC(=O)CNC=O;1;1
CC(N=CC(=CCc1ccccc1)c1ccccc1)C(=O)O;1;1
N#CCNC(=S)CNc1[nH]cnc1C(=O)O;1;2
CC(OC(=O)CNC(=N)N)C(N)=O;1;1
Nc1ncnc2c1ncn2C1OCC(O)C1O;1;21
CC(O)C=Nc1[nH]cnc1C(N)=O;1;1
C=CC=C(C=Nc1[nH]cnc1CO)c1ccccc1;1;1
C=Cc1nc(NC(=N)C#N)nc(N(CC#N)CC#N)n1;1;0
CSCCC(=O)Nc1[nH]c(=O)[nH]c1C#N;1;7
NC(=O)Cc1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
O=CCCNc1[nH]c(=O)[nH]c1C=O;1;12
CC1OC2N=C(NCCC#N)OC2C1O;1;4
N=C(N)NCC(=O)Nc1nc2[nH]cnc2c(=O)[nH]1;1;2
C=CC=NCC(=O)N(CCC(N)=O)CC(=O)O;1;1
CC(C#N)NC(CC(N)=O)C(N)=O;1;13
CC(C#N)N(CC#N)C(=N)NC(=N)N;1;2
OC1OCC=C1c1ccccc1;1;0
NC(=O)CC(O)C(=S)NCC(=O)NCCC(=O)O;1;0
N#CCN(CC(=O)NCC(=O)NC(C#N)CO)C(N)=O;1;3
NC(=O)C(Cc1ccccc1)N=C(CO)Cc1ccccc1;1;0
N#CCCN(CC#N)C(=O)CCNC(CC(N)=O)C(N)=O;1;12
N#CCCN=CC(=O)CCO;1;1
N#CCC(C#N)NCCC(=O)NCC(=O)NCC(N)=O;1;12
N#CC(O)CC(N)=O;1;3
N=C(N)n1cncc1C(O)CO;1;3
CSCCC(=O)NCC(=O)N(CC(=O)O)CC(=O)O;1;4
O=c1nc(N=CC(O)C(O)C(O)C(O)CO)cc[nH]1;1;1
CSCCC(N)=O;1;1
NC(=O)c1[nH]c(=O)[nH]c1N=CC(=O)O;1;1
NC(=O)CN(CC(=O)O)C(=O)CN=CC(=O)CCO;1;1
CC(C#N)NC(=O)CC(NCCC#N)C(=O)NC(C)C#N;1;14
O=C(O)c1nc[nH]c(=O)c1N=CCc1ccccc1;1;1
N#CCNC(=O)CN(CC#N)C(=O)CCNC(C#N)CO;1;11
N#CCCNC(=O)CCNC(Cc1ccccc1)C(=O)O;1;15
O=C(O)C(O)CC(O)C(O)C(=O)O;1;1
C=CC=NC(C#N)CO;1;1
O=C(O)CCNC(=O)C(O)Cc1ccccc1;1;7
N#CC=CN(CCc1ccccc1)C(C#N)CC#N;1;0
N#CCCN=CC(Cc1ccccc1)NC(=N)N;1;1
CSCCC=NCC(=O)N(CC#N)CC#N;1;1
N#CCc1nc[nH]c1N=C(N)C#N;1;0
CC(O)C=NCC(=O)N(CC#N)CC(=O)O;1;1
N#CCN(CC(=O)Nc1[nH]cnc1CC(N)=O)C(=N)N;1;3
CSCCC=NC(CC(=O)O)C(=O)O;1;1
O=CNc1ncco1;1;4
N#CC(CO)N(CC(N)=O)C(=O)C(N)Cc1ccccc1;1;31
NC(=O)C(CO)N=CC(O)C(O)CO;1;1
N=C(N)NC(Cc1ccccc1)C(=O)OCc1cnc[nH]1;1;2
O=CN(CC(=O)O)CC(=O)O;1;1
N#CCNC(=O)CNCC(O)CO;1;14
N#CCCN(C(N)=O)C(C#N)(C#N)CCC=NCC(N)=O;1;1
N#CCCN(CCC#N)CCC(=O)OCC(N)=O;1;6
O=C(Nc1cc[nH]c(=O)n1)C(O)Cc1ccccc1;1;6
CC(C#N)N(CC#N)C(=O)CN(CCC#N)CCC#N;1;4
N#CCCN(C=O)CC(=O)NCC(N)=O;1;2
N#CC(N=CCCC(C#N)(C#N)NC(N)=O)C(=O)O;1;1
N#CCCN(CCC#N)C(=O)CN=CC(O)C(O)CO;1;1
N#CC=CNC(CC(=O)O)C(=O)O;2;0
N#CCCN(CC(=O)NCC(N)=O)C(=O)CNC(N)=O;1;1
N#CC=CNc1[nH]cnc1Cc1ccccc1;2;0
O=c1nc(NCC(O)C(O)CO)c2nc[nH]c2[nH]1;1;6
O=C(O)CC(NC(=O)CNC(=S)CO)C(=O)O;1;0
NC(=O)COC(=O)CC(NC(N)=O)C(=O)OCC(N)=O;1;3
CC(C#N)N(CC(N)=O)C(N)=O;1;1
NC(=O)C(Cc1ccccc1)NC(=O)CNC(=S)CO;1;1
N#CCCN(CC(=O)O)C(=O)CN=CCCNC(=N)N;1;1
C=CC(C#N)NC(=O)CN;1;33
O=CCCC(C(=O)O)N(CCC(=O)O)CCC(=O)O;1;31
NC(=O)C(CO)NC(=CC(=O)O)C(=O)O;1;1
NC(=O)Nc1[nH]cnc1C(=O)NC(CO)C(=O)O;1;6
O=CC(O)C(O)C(O)C(O)C(O)CO;1;12
N#CCCN(CC(=O)Nc1ncco1)C(=N)N;1;5
N#CCCN(CC#N)C(=O)CN;2;33
N#CC(Cc1ccccc1)NCCNC(=N)N;1;7
O=C(CNC(=S)CO)NC(Cc1ccccc1)C(=O)O;1;1
NC(=O)N(CCC(N)=S)c1ncnc2[nH]cnc12;1;4
COC(=O)CCN(C=O)CC(=O)NCCC#N;1;17
NC(=O)CNc1nc(N)nc(C(O)Cc2ccccc2)n1;2;3
CC(O)C=NCC(=O)NCC(=O)N(CCC#N)CC(=O)O;1;1
NC(=O)CNC(=O)CCNC(CC(=O)O)C(=O)O;1;10
NC(=O)C(O)CO;1;4
NC(=O)COC(=O)CCNC(CC(N)=S)C(N)=S;1;0
N#CCCNCCC(=O)OC(CC(N)=O)C(N)=O;1;13
N#CC(N)=Nc1ncnc2[nH]cnc12;1;0
N#CCCN(CC(=O)Nc1[nH]cnc1C#N)C(=N)N;1;3
O=C(O)C=C(C(=O)O)C(=O)C(=O)O;1;3
CSCCC=Nc1ncc(CO)o1;1;1
NC(=O)Nc1ncnc2c(NC=O)nc(=O)[nH]c12;1;3
N#CC(Cc1ccccc1)N1CCC(N)=NC1=O;1;1
O=C(O)C(=O)C(=CCO)c1ccccc1;1;2
N#CCCNC(=O)CN=CC(=O)CCO;1;1
O=C(C=Nc1ncc(Cc2ccccc2)o1)CCO;1;1
N#CC(N=CC(=O)O)C(O)Cc1ccccc1;1;1
N#CC(Cc1ccccc1)N=C(Cc1ccccc1)C(=O)O;1;0
CSCCC(=O)N(CC#N)c1[nH]cnc1C#N;1;9
CC(OC(=O)CCNC(=N)NC(=N)N)C(N)=O;1;2
NC(=O)CNC(=O)CNCCc1ccccc1;1;12
O=CN(CCC(=O)O)c1[nH]cnc1C(=O)O;1;3
C=C(c1ccccc1)C(N=CCNC(=N)N)C(=O)O;1;1
NC(=O)Nc1[nH]cnc1C(=O)Nc1[nH]cnc1C(=O)O;1;9
N#CCN(CC#N)C(=N)C#N;1;0
CSCCC(=O)N(CCC#N)C(C)C#N;1;4
N=C(N)n1cnc2c(NC(=O)CNC(N)=O)ncnc21;1;1
C=Cc1nc(N=CCO)nc(N(CC#N)CC(=O)O)n1;1;1
N#CC(C#N)(CCC=NC(CC(N)=O)C(N)=O)NC(N)=O;1;1
N#CC=CN(CC#N)c1cc[nH]c(=O)n1;1;0
CC=NCC(=O)N(CC#N)CC(N)=O;1;1
CC(NC(=O)C(N)Cc1ccccc1)C(=O)O;1;32
N#CCCN(C(=O)CNC(=N)N)C(C#N)CO;1;3
COC(=O)CCN(CCC(=O)O)C(=N)NC(=N)N;1;15
N#CC(NCCC(=O)O)C(O)CO;1;9
N#CCCN(C=O)CCc1ccccc1;1;3
N#CCCN(CC(=O)N(CC#N)CC#N)C(N)=O;2;1
NC(=O)C(O)C(O)CO;1;2
CSCCC=NCC(=O)NCC#N;1;1
N#CC(NC(=CC(=O)O)C(=O)O)C(=O)O;1;0
Nc1[nH]c(=O)n(CCC(=O)O)c1C(=O)O;1;12
CCN(CC(N)=O)C(=O)C(=O)N(CC)CC(N)=O;1;0
N#CC(N=CC(=O)O)C(O)CO;1;1
NC(=O)N(CC(=O)O)CC(N)=S;1;2
CC(Nc1[nH]cnc1C(=O)O)C(N)=S;1;3
O=C(O)C=NCC(=O)N(CCC(=O)O)CC(=O)O;1;1
N#CC=Cn1cnc(C(N)=O)c1N(C=O)CCC#N;1;0
N#CCCN(CC(=O)O)C(=O)CNC(=O)CNC=O;1;2
N=C(N)NC(C=NCC(=O)O)Cc1ccccc1;1;1
N#CCCn1c(C#N)c(N=CCNC(=N)N)[nH]c1=O;1;1
N#CCN(CC(=O)O)C(=O)CNC(=S)C(O)CO;1;1
N#CCCN(C(=O)CNC(=N)N)c1[nH]cnc1C#N;1;4
N#CCCn1c(C#N)c(N=CC(=O)CCO)[nH]c1=O;1;1
N#CCNC(=O)CNC(=O)CNC(=O)CNC(=N)N;1;2
CSCCC(=O)N(CCC#N)CC(N)=O;1;2
N#CCC(C#N)N(CC#N)C(=O)CNC(=S)CO;1;1
N#CCCNCC(=O)NCCC(=O)O;1;15
N#CCCN(CCO)C(=N)NC(=N)N;1;2
N#CCC(C#N)NCCC(=O)N(CC(N)=O)CC(N)=O;1;12
NC(=O)CNC(=O)CN=CC(O)C(O)CO;1;1
N#CCN(CCC(N)=O)C(=O)C(N)Cc1ccccc1;1;32
C=Cc1nc(N=CC(=O)CCO)nc(N(CC#N)CC#N)n1;1;1
COC(=O)CN(CC(=O)OC)C(=N)N;1;13
N#CCN=C(Cc1ccccc1)C(=O)O;1;0
N#CCCNc1nc2[nH]cnc2c(=O)[nH]1;1;10
NC(=O)CN(CC(N)=O)C(=O)CNC(N)=O;2;0
O=C(CN=C(CO)CO)NC(Cc1ccccc1)C(=O)O;1;1
N#CC(NC(=O)C(=O)NC(C#N)C(O)CO)C(O)CO;1;5
OCC(=Nc1ncco1)C(O)CO;1;0
N#CCCN(CC(=O)OCc1cnc[nH]1)C(=N)NC(=N)N;1;3
N#CCCN(CC(N)=O)C(=O)CNC(N)=O;2;1
NCC(=O)N(CC(=O)O)CC(=O)O;3;30
CC(C#N)NCCC(=O)N(CC#N)CCC#N;1;14
N#CCCC=NCC(=O)NCCC(=O)O;1;1
C=CC(C#N)NC(Cc1ccccc1)C(N)=O;1;9
CSCCc1nc(N)nc(NCC(=O)NCC(N)=O)n1;2;0
N#CCCN(CCC#N)C(C#N)(C#N)CCC(O)C#N;1;5
CC(NC(=O)CNC(N)=O)C(=O)O;1;4
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O;1;31
N#CCCN(CCO)c1[nH]cnc1C#N;1;10
COC(=O)CCN(CC(=O)N(CC#N)CC#N)C(N)=O;1;18
CC(C#N)NC(=CC(=O)O)C(=O)O;1;1
N#Cc1nc[nH]c1NC(=O)CCC(=O)Nc1[nH]cnc1C#N;1;8
O=C(O)CCN(CC(=O)O)C(=O)CNC(=S)CO;1;0
N#CC(NC(=O)C(N)Cc1ccccc1)C(O)C(O)CO;1;33
N#CCCNCC(=O)NCC(=O)N(CC#N)CC(=O)O;1;13
N#CC(CO)N=C(CO)Cc1ccccc1;1;0
CCN(CCC#N)C(=O)CCNC(CC(N)=O)C(N)=O;1;12
N=CNc1[nH]cnc1CO;2;4
O=C(O)CCN(CCC(=O)O)c1[nH]cnc1C(=O)O;4;9
CSCCC=NCC(=O)NCC(=O)NCC(N)=O;1;1
N#CCN(CC(=O)N(CCC(N)=O)CC(N)=O)C(=N)N;1;2
N=C(N)NCCC=NC(CO)C(N)=O;1;1
N#CCc1nc[nH]c1N=CCO;1;1
NC(=S)CN(CC(N)=S)C(=O)CNC=O;1;0
O=C(O)c1nc[nH]c1N=C(CO)CO;1;0
N#CC(N=CCCNC(=N)N)C(O)CO;1;1
O=C(O)CNC(=O)CN=CCO;1;1
N#CCCN(CC(=O)O)C(=O)CN;2;33
OCc1cnc(N=CC(O)C(O)CO)o1;1;1
N#CC(Cc1ccccc1)N=CC(=CCO)c1ccccc1;1;1
C=CC(C#N)NCC(=O)NCC(=O)O;1;11
CC(C=O)NC(=N)N;1;15
N#CC(CO)NC(=O)CN=CC(O)Cc1ccccc1;1;1
CC(C#N)N(C=CC#N)c1[nH]cnc1C(=O)O;1;0
N#CCN(C(=N)NC(=N)N)c1ncco1;1;5
N#CCCN(CC#N)c1[nH]cnc1C(=O)O;2;12
N#CCC(C#N)NCCC(=O)N(CC#N)CC(=O)O;1;14
NC(=O)CCN(C=O)CCC(N)=O;1;1
COC(=O)CC(NCC(=O)N(CC#N)CC#N)C(=O)OC;1;18
O=C(O)C(O)CCC(O)C(=O)O;1;3
N=C(N)NC(Cc1ccccc1)C(=S)NCCC(=O)O;1;1
N=C(N)NC(=N)N(CCC(N)=O)CC(=O)OCC(N)=O;1;2
NC(=O)CCNC(=S)CCc1ccccc1;1;1
N#CCN(CC(=O)NC(CC(=O)O)C(=O)O)C(=N)N;1;2
N#CC=CNC(C#N)CC#N;2;0
N#CCCN(CCC(N)=O)C(N)=O;1;1
CCN(C(=O)CCSC)c1[nH]cnc1C(=O)O;1;10
CC(C#N)Nc1nc(N)nc(-c2nc[nH]c2NC(N)=O)n1;3;2
CSCCC=NC(CC(N)=O)C(N)=O;1;1
NC(=S)c1nc[nH]c1NCCc1ccccc1;1;4
N#CCNCC(=O)O;12;15
N=C(N)N(CCO)CC(N)=O;1;1
CSCCC(=O)N(c1[nH]cnc1C(=O)O)C(C)C#N;1;13
C=CC=C(C=NC(C#N)C(=C)c1ccccc1)c1ccccc1;1;1
OCC(CO)(CO)CO;1;2
CC(O)C(N)=O;1;3
CC(O)C(N)=S;1;3
N#CC(CO)N(C=O)C(C#N)Cc1ccccc1;1;4
COC(=O)CCNCC(=O)NCC(=O)N(CC#N)CC#N;1;14
N#Cc1ncnc(N=CCCNC(=N)N)c1NC(N)=O;1;1
CC=C(C=NC(Cc1ccccc1)C(=O)O)c1ccccc1;1;1
N#CCCN(CC#N)C(=O)CNCCNC(=N)N;1;7
N=C(N)NC(CC(N)=S)C(N)=S;1;3
C=C(c1ccccc1)C(C#N)NC(C#N)CC#N;1;9
NC=Nc1[nH]cnc1Cc1ccccc1;1;4
O=CN(CCC(=O)O)CC(=O)O;1;1
N#CCC(C#N)NC(=O)CNC(=O)CNC(N)=O;2;1
N#CCNC=CC(N)=O;1;0
O=C(O)C(Cc1ccccc1)=Nc1[nH]cnc1CO;1;0
N#CCCN(CCC#N)C(=O)CN=CC(O)CO;1;1
CC(C#N)NC(=O)CNC(=O)CCNC(C#N)CC#N;1;13
C=C(c1ccccc1)C(C#N)NCC(=O)N(CC#N)CC#N;1;12
N#CCCN(CCC#N)C(CC(N)=O)C(N)=O;1;3
Cc1nc[nH]c1N=CC(O)CO;1;1
N#CCCNC(=S)c1nc[nH]c1N;1;2
CC(=S)NCC(=O)N(CCC#N)CC(=O)O;1;1
N#CCCN(C(N)=O)C(Cc1ccccc1)C(=O)O;1;6
N#CCN(CC(=O)O)C(=O)CNC(=O)CNC=CC(N)=O;1;0
N#CC=CN(CC#N)CCO;1;0
N#CC(N=CCc1ccccc1)C(O)CO;1;1
N#CCCNC(=O)CNC(=S)CO;1;1
CC(NC(=O)CCNC(C#N)CO)C(N)=O;1;11
N#CCCNc1[nH]cnc1CC(N)=O;1;9
NC(=O)Nc1[nH]cnc1C(=S)NCC(N)=S;1;1
NC(=O)CCN(C(N)=O)C(C(N)=O)C(N)=O;1;0
N#CCN(CC(N)=O)C(=O)CNC(=N)NC(=N)N;2;1
N#CCNC(=S)CCN(CC(=O)O)C(N)=O;1;1
N#CCCN(CC#N)C(CC(N)=O)C(N)=O;1;3
N#CCNC(=O)CNC(=O)c1nc[nH]c1NC(N)=O;1;6
CC(O)C(O)C#N;1;6
N#CC(NC(=CC(=O)O)C(=O)O)C(O)Cc1ccccc1;1;2
C=CC=NCC(=O)N(CC(N)=O)CC(N)=O;1;1
CC(C#N)NC(=O)CN(CCC#N)C(N)=O;1;1
N#CCCN(CC(=O)NC(C#N)CNC(=N)N)C(=N)N;1;2
NC(=O)N(CCc1ccccc1)c1[nH]cnc1C(N)=S;1;3
C=C(c1ccccc1)C(C#N)NC(=O)CN=CC(O)CO;1;1
