smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
N=C(N)NCC=Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
CC=NCC(=O)NCC(=O)N(CC#N)CCC#N;1;1
N#CCN(CC(N)=O)C(=O)CNC(=O)CNC(=N)N;1;2
N=C(N)NCC(=O)NC(CC(N)=O)C(N)=O;3;0
N#CCCN(CC(=O)N(CCC#N)CCC(N)=O)C(N)=O;1;1
N#CCCNC(=O)CNCCC(=O)OCC(N)=O;1;13
N#CCc1nc[nH]c1NC(=O)C(O)Cc1ccccc1;1;9
CC(C#N)N(CC#N)C(=O)C(N)Cc1ccccc1;1;34
CCN(CC(N)=O)C(=O)C(O)Cc1ccccc1;1;3
NC(=O)CN(CC(=O)O)C(N)=O;1;4
N=C(N)NCCC=Nc1nc2[nH]cnc2c(=O)[nH]1;1;1
N#CC=Cn1cnc(C(N)=O)c1NC=O;1;0
COC(=O)CN(C(=N)N)C(C#N)Cc1ccccc1;1;17
N#CCCN(C=O)C(C#N)CC#N;1;2
CC(=O)C=Nc1[nH]cnc1CC#N;1;1
N#CCNC(=O)CN(CC#N)C(=O)CN(CC#N)C(N)=O;1;1
N#CCC(C#N)NC(C#N)CNC(=N)N;1;6
Nc1[nH]c(=O)[nH]c1C(=O)O;2;12
O=C(O)CCNC(=O)CC(O)C(=O)NCCC(=O)O;1;5
NC(=O)Nc1[nH]cnc1CC(N)=S;1;3
COC(=O)CC(C(=O)OC)N(C=CC#N)CCC(=O)O;1;0
N=C(N)NCC(=O)Nc1[nH]cnc1CC(=O)O;1;1
N#CCCC=Nc1ncc(Cc2ccccc2)o1;1;1
N=C(N)NCC(=O)N(CCO)c1ncnc2[nH]cnc12;1;2
N#CCNC(=O)CN=CCNC(=N)N;1;1
N#CCCN(CCc1ccccc1)C(=N)C#N;1;0
C=CC(C#N)N=CC(O)C(O)C(O)C(O)CO;1;1
NC(=O)C=CNc1[nH]c(=O)[nH]c1C(N)=O;1;0
CC(=O)C=NC(C#N)CC#N;1;1
NC(=O)C(CO)NC(Cc1ccccc1)C(N)=O;1;11
O=C(CO)C(=C(CO)C(O)CO)c1ccccc1;1;2
N#CCC(C#N)NC(=O)CN(CC#N)C(=O)CNC(N)=O;1;1
N#Cc1nc[nH]c1NCCO;1;10
NC(=O)C(Cc1ccccc1)NCC(O)Cc1ccccc1;1;11
N#CCCN(C=O)c1ncco1;1;5
CC(C#N)NCCC(=O)N(CC#N)CCC(N)=O;1;12
NC(=O)COC(=O)CC(=O)C(=O)OCC(N)=O;1;7
OCC(CO)=Nc1[nH]cnc1Cc1ccccc1;1;0
O=C(O)CNC(=O)CNC(=O)CN=C(CO)C(O)CO;1;1
N#CCCN(CC#N)CC(=O)N(CC#N)CCO;1;6
CCN(C(=O)CN(CC#N)C(N)=O)c1[nH]cnc1C(=O)O;1;10
c1ccc(CCNc2[nH]cnc2Cc2ccccc2)cc1;1;6
N#CC(CO)NCCc1ccccc1;1;13
CC(OC(=O)CN(CCC#N)CC(N)=O)C(N)=O;1;6
N#CCCN(CC(=O)N(CCC#N)CCC(=O)O)C(=N)N;1;3
NC(=O)C(CO)N=CC(O)Cc1ccccc1;1;1
N#CC(CO)NCCC(=O)NCC(N)=O;1;11
CCN(CCC#N)C(C#N)CC#N;1;4
N=C(N)NCC=Nc1[nH]cnc1Cc1ccccc1;1;1
NC(=O)C(N=CC(O)C(O)CO)C(N)=O;1;1
N#CCCN(CC(N)=O)C(=O)CNCC#N;1;13
NC(=O)NCC(=O)Nc1[nH]cnc1Cc1ccccc1;1;5
N#CC=CNc1ncnc2[nH]c(=O)[nH]c12;2;0
O=C(O)CCNCC(=O)N(CCC(=O)O)CC(=O)O;2;12
N#CC=CN(C(C#N)CC#N)C(C#N)Cc1ccccc1;1;0
CSCCc1nc(N)nc(N(CC(N)=O)CC(N)=O)n1;2;17
N=C(N)NCC(=O)NC(Cc1ccccc1)C(=O)O;2;1
CCN(CC#N)C(=O)CN(CCC#N)C(=N)NC(=N)N;1;1
CSCCC=NC(C)C#N;1;1
N#CCCN(CC#N)c1cc[nH]c(=O)n1;1;7
N=C(N)NCC(=O)NCC(=O)NCCC(N)=S;1;2
NC(=O)C=CNCC(=O)N(CC(N)=O)CC(N)=O;1;0
N#CC(=N)N(CC(N)=O)CC(N)=O;1;0
NC(=O)CNc1[nH]cnc1C(=O)O;1;7
O=Cc1nc[nH]c1NCCc1ccccc1;2;20
NC(=O)COC(=O)CCN(CC(=O)O)C(N)=O;1;5
C=C(c1ccccc1)C(Nc1ncnc2[nH]cnc12)C(=O)O;1;4
N#CC=Cn1cnc(C(N)=O)c1N(CCC(N)=O)C(N)=O;1;0
N#CC(CO)NC=CC(N)=O;1;0
NC(=O)C(N)CC(O)C(N)C(N)=O;1;18
N#CCCN(CC(=O)NC(C#N)Cc1ccccc1)C(=N)N;2;3
O=C(O)CN=C(CO)Cc1ccccc1;1;0
C=C(c1ccccc1)C(O)C(=O)OCC(C#N)NC(N)=O;1;7
N#CCN(CC#N)C(=O)CNC(=O)CNC=CC(N)=O;1;0
CC=NCC(=O)N(CCc1ccccc1)CC(=O)O;1;1
N#CCCNC(CC(=O)NCC#N)C(=O)NCC#N;1;14
NC(=S)C(N)C(=CCc1ccccc1)c1ccccc1;1;1
NC(=O)CCN(CC(N)=O)C(=O)CN=CCO;1;1
N#CCC(C#N)N(CCO)C(=O)CNC(=N)N;1;3
O=C(O)CN=CC(O)C(O)C(O)CO;1;1
C=C(c1ccccc1)C(C#N)NCCC(N)=O;1;11
N#CCCNC(=O)CNc1nc(N)nc(CNC(N)=O)n1;4;1
N#CC(CO)N=CC(O)C(O)C(O)CO;1;1
CC=C(c1ccccc1)C(C#N)NC(C)C#N;1;9
N#CCc1nc[nH]c1N=CC(O)C(O)C(O)C(O)CO;1;1
N#CC=CNc1ncc(CO)o1;2;0
N#CCNC(=O)CN(CC#N)C(=O)CNC(=N)N;1;2
NC(=O)N(CC(N)=S)CC(N)=S;1;2
N#CC=CN(CCc1ccccc1)c1ncnc2[nH]cnc12;1;0
CC(C#N)NC(=O)CC(NCC#N)C(=O)NC(C)C#N;1;14
NC(=O)NC(CC(=O)O)C(=O)O;1;4
COC(=O)CC(NC(CO)C(N)=S)C(=O)OC;1;0
N#CCN(C=O)CC(N)=O;1;2
N#CCNC(=S)CNc1[nH]cnc1C(=S)NCC#N;1;2
CC(C#N)N(CC#N)C(=O)CN(CC#N)C(=N)NC(=N)N;1;1
N#CCN(CC(=O)Nc1[nH]cnc1CC(N)=O)C(N)=O;1;6
N#CCN1CCC(N)=NC1=O;1;0
CC(O)C(=O)OCC(O)c1cnc[nH]1;1;9
N#CCCNC(=O)CNC(=S)CNC(=N)N;1;1
N#CC(=N)Nc1nc(CNC(N)=O)nc(NC(=N)C#N)n1;1;0
N#CCCN(C(=O)CNC=O)C(C#N)Cc1ccccc1;1;3
N#CC=CN(CC#N)c1[nH]cnc1C#N;1;0
N#CCCN(CC#N)C(=O)CN(CC#N)C(N)=O;2;1
COC(=O)CC(C(=O)OC)N(C=O)CCC(N)=O;1;16
COC(=O)CCN(CCC#N)C(C)C#N;1;19
C=CC=NC(C#N)C=C;1;1
NC(=O)NCC(=O)NCCC(=O)O;2;4
NC(=O)C=CNC1=NC2OCC(O)C2O1;1;0
N#CC(O)C(O)C(O)CO;1;5
O=C(O)CCNc1ncnc(C(=O)O)c1NCCC(=O)O;3;7
NC(=O)COC(=O)CCN(C=O)CC(N)=O;1;3
N#CCC(C#N)NCCC(=O)NCC(=O)O;1;14
N#CCN(C(N)=O)c1[nH]cnc1C(=O)OCc1cnc[nH]1;1;10
N#CCCN(CCC(=O)OCC(N)=O)C(=N)N;1;3
N#CCCN(CC#N)CC(=O)N(CC#N)C(C#N)CC#N;1;4
NC(=S)c1nc[nH]c1NC=O;1;1
CC(C#N)NC(=O)CNC(=S)CCNC(=N)N;1;1
N#CC(=N)Nc1[nH]cnc1CO;1;0
N#CCCN(C(=O)CNC=CC(N)=O)C(C#N)CC#N;1;0
N#Cc1ncc(CCO)nc1C#N;1;7
N#CCCNC(=O)CNC(=S)CCNC(=N)N;1;1
N=C(N)NCCC=NCC(=O)N(CC(N)=O)CC(N)=O;1;1
N#CC(O)CCN(CC(O)C#N)C(=N)N;1;5
CC(C#N)N(CCC#N)CCC#N;1;4
O=C(O)CNC(=O)C(O)Cc1ccccc1;1;7
N#CCCNC(=O)CNC(=O)CNC=O;1;2
CSCCC(=O)Nc1[nH]cnc1CC#N;1;8
CC(C#N)Nc1nc(N)nc(C(O)Cc2ccccc2)n1;2;5
N#CC(CO)NCCNC(=N)N;1;6
OC(CNc1ncnc2[nH]cnc12)Cc1ccccc1;1;6
CC(NC(=O)C(O)Cc1ccccc1)C(=O)O;1;7
N=C(N)NC(=N)NCC(=O)N(CCC(N)=O)CC(N)=O;2;1
COC(=O)CC(NCCC(N)=O)C(=O)OC;2;16
C=C(c1ccccc1)C(N=CC(O)C(O)CO)C(N)=O;1;1
C=CC=C(c1ccccc1)C(N)C#N;1;16
N#CC(Cc1ccccc1)N(CC(=O)O)C(=O)CN;1;34
COC(=O)CCN(C=O)C(CC(N)=O)C(N)=O;1;16
N#CCCNCC(=O)NCC(N)=O;1;13
CCN(C=O)CC(N)=O;1;1
N#CCCN(CCC(N)=O)C(C(N)=O)C(N)=O;1;2
O=C(O)CC(NC(=O)C(O)Cc1ccccc1)C(=O)O;1;6
NC(=O)CC(NC(=O)CNC(=O)CNC(N)=O)C(N)=O;1;0
CC(N=CCNC(=N)N)C(=O)O;1;1
CC(C#N)N(C(=N)C#N)C(C#N)CC#N;1;0
N#CC(Cc1ccccc1)N=CC(=O)O;1;1
NC(=O)CCNC(=S)CNC(N)=O;1;0
N#CCN(CC(=O)NCC(=O)O)C(N)=O;2;5
N#Cc1[nH]c(=O)[nH]c1NC(C#N)Cc1ccccc1;1;9
NC(=O)Nc1[nH]cnc1C(=O)NCC(=O)NCCC(=O)O;1;9
Nc1[nH]cnc1CC(=S)NCC(=O)NCC(=O)O;1;1
CC(O)C=NC(C#N)CO;1;1
CSCCC(=O)N(CC#N)c1[nH]cnc1CC#N;1;9
N=C(N)NCC(=O)NC(CC(=O)O)C(=O)O;2;0
N#CC(CO)N=C(CO)CO;1;0
N#CCCN(CCC(N)=O)CCC(=O)OCC(N)=O;1;6
NC(=O)CCNC(=O)CNC(=S)CCNC(N)=O;1;0
N#CCCn1c(C#N)c(NC(N)=O)[nH]c1=O;1;5
NC(=O)C=CNCC(=O)N(CCC(N)=O)CC(=O)O;1;0
N#CCCN;7;33
COC(=O)CCNCC(=O)N(CCC#N)CC(N)=O;1;14
CC1OC2N=C(N)OC2C1O;1;1
CCN(CCC#N)C(=O)CN(CCC#N)CCC#N;1;4
N#CCCN(CC#N)CC(=O)NC(CC(N)=O)C(N)=O;1;2
N=C(N)N(CCC(=O)O)CC(=O)O;3;0
N#CC=CN(CCC(=O)O)CCC(=O)O;1;0
CC(=O)C=NCC(=O)NC(Cc1ccccc1)C(=O)O;1;1
N#CC(Nc1[nH]cnc1C(N)=O)C(=O)O;1;6
N#CCN(CC(=O)N(CCC(N)=O)CCC(N)=O)C(=N)N;1;2
C=C(C=NCC(=O)N(CC#N)CC(N)=O)c1ccccc1;1;1
O=C(O)CC1NC(=O)NC1=O;1;4
C=CC=NCC(=O)NC(Cc1ccccc1)C(N)=O;1;1
CC(O)C=NCC(=O)NC(CC(=O)O)C(=O)O;1;1
N#CCC(C#N)NC(=O)CN=C(CO)C(O)CO;1;0
NC(=O)CCN=CC(=O)CCO;1;1
CC(=S)NCC(=O)N(CCC#N)C(C#N)CC#N;1;1
N#CC=CN(CC#N)CCC(N)=O;1;0
N#CCN(CC(=O)NCC(=O)NCC(N)=O)C(=N)N;1;2
N=C(N)NCCNCCC(=O)O;1;5
C=CC(=O)OCc1cnc[nH]1;1;9
COC(=O)CCNCC(=O)N(CC(N)=O)CC(N)=O;2;12
O=C(O)C(Cc1ccccc1)=Nc1[nH]cnc1C(=O)O;1;0
CC(=S)NCCC(=O)O;1;0
N#CCCN(C(=O)CNC(N)=O)C(C#N)CC#N;2;1
N#CC=Cn1cnc(C(=O)O)c1N(CCC#N)CCC#N;1;2
N#CCNC(=O)CC(NC(C#N)CO)C(=O)NCC#N;1;12
CC=NCC#N;1;1
CC(=O)C=NCC(=O)NC(CC(N)=O)C(N)=O;1;1
N#CCCN(C(=O)CNCC#N)C(C#N)CC#N;1;15
CSCCC(=O)N(CCC(N)=O)CC(N)=O;1;0
CC=C(C=NCC(=O)N(CC#N)CC(N)=O)c1ccccc1;1;1
C=C(c1ccccc1)C(NC=N)C(N)=O;2;1
C=CC=C(C=Nc1[nH]cnc1CC(N)=O)c1ccccc1;1;1
NC(=O)Cc1nc[nH]c1N;1;14
O=C(O)C=C(C(=O)C(=O)O)c1ccccc1;1;4
O=C(O)CNC(=O)CNC(=O)C(O)Cc1ccccc1;1;7
N#CC=CNc1[nH]cnc1C(N)=O;2;0
N#CC(C#N)(CCC=O)NC(N)=O;1;25
N#CC=CN(C(C#N)C#N)C(C#N)CO;1;0
NC(=O)C(Cc1ccccc1)N=CC(=O)CCO;1;1
C=CC(C#N)N=CCNC(=N)N;1;1
N#CCCN(CC#N)CC(=O)O;5;7
NC(=O)CNC(=O)CNCCC(=O)O;2;11
CC(O)C=NCCC(=O)O;1;1
N#CC=Cn1cnc(C(=O)O)c1N(C=O)CCC(=O)O;1;0
N#CCCN(CC(=O)O)c1c(C(=O)O)ncn1C(=N)N;1;1
C=CC=Nc1[nH]cnc1C(N)=O;1;1
N#CCCN(CC(=O)NC(CC(N)=O)C(N)=O)C(N)=O;1;1
O=C(O)Cc1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
C=Cc1nc(NC=CC#N)nc(N(CCC#N)CC(=O)O)n1;2;0
C=CC=C(C=NC(C#N)Cc1ccccc1)c1ccccc1;1;1
N=C(N)N(CCC(=O)O)C(CC(=O)O)C(=O)O;2;0
CSCCC=Nc1cc[nH]c(=O)n1;1;1
NC(=O)c1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
N#CCN(CC#N)C(=O)CNC(=O)CNC(=N)N;2;2
N#CCN(CC#N)C(=O)CN=CC(=O)CCO;1;1
Cc1nc[nH]c1NC(N)=O;1;5
CC(O)C(=S)NCC(=O)NCC#N;1;1
NC(=O)CCNCC(=O)N(CC(N)=O)CC(=O)O;1;11
N#CC(CNC(=N)N)Nc1[nH]cnc1Cc1ccccc1;1;7
N#CCCN(CC(=O)O)CC(=O)O;3;7
C=C(C=Nc1[nH]cnc1CC#N)c1ccccc1;1;1
C=CC(C#N)N=CCO;1;1
N=C(N)NCC=NCC(=O)NCCC(=O)O;1;1
C=CC(O)C(=O)O;1;3
NC(=O)N(CCC(N)=S)c1[nH]cnc1C(=O)O;1;3
CCN(CC#N)C(=O)CNC(=N)N;1;3
N#CCCN(CC(=O)NCC(=O)O)C(=N)N;2;2
N#CCCC=NC(C#N)Cc1ccccc1;1;1
C=C(c1ccccc1)C(C#N)N=CC(C)=O;1;1
CSCCC=NC(C#N)C#N;1;1
N#CC=CN(CCC#N)c1ncnc2[nH]cnc12;1;0
CC(C#N)N(C(N)=O)C(C#N)Cc1ccccc1;1;2
CC(C#N)NCCC(=O)OC(CC(N)=O)C(N)=O;1;12
C=C(c1ccccc1)C(C#N)NC(=O)CNC(C)=S;1;2
N=C(N)n1cnc(C(N)=O)c1N(CCC(N)=O)CC(N)=O;1;1
O=C(O)CNC(=O)CNC(=O)CN=CC(O)C(O)CO;1;1
N#CCCN(CC#N)CC(=O)OC(CC(N)=O)C(N)=O;1;6
C=C(c1ccccc1)C(C#N)NCCNC(=N)N;1;7
COC(=O)CN(CC(N)=S)C(=N)N;1;0
CC=NCC(=O)N(CCC(N)=O)CC(N)=O;1;1
CC(OC(=O)c1ncnc2[nH]c(=O)c(=O)[nH]c12)C(N)=O;1;6
C=C(C=NCC(=O)NC(C)C#N)c1ccccc1;1;1
N#CCCN(C=O)C(C(N)=O)C(N)=O;1;1
C=C(c1ccccc1)C(O)C(=O)OCC(O)C(N)=O;1;6
N#CCC(C#N)NCCO;1;12
NC(=O)CN(CC(=O)OCC(O)C(N)=O)C(N)=O;1;5
NC(=O)Nc1[nH]cnc1CC(=O)O;1;9
N#CCCC=Nc1nc2[nH]cnc2c(=O)[nH]1;1;1
C=C(c1ccccc1)C(C#N)Nc1[nH]c(=O)[nH]c1C#N;1;7
N#CCC(C#N)N(C(=O)CN)C(C#N)CO;1;31
CC=C(C=Nc1nc2[nH]cnc2c(=O)[nH]1)c1ccccc1;1;1
CSCCC=NCC(=O)NC(C)C#N;1;1
O=C(O)CCN(CCC(=O)O)c1ncnc2[nH]cnc12;1;10
N#CCCN(CC#N)c1c(C(N)=O)ncn1C(=N)N;1;1
N#CC(NC(=O)C(N)Cc1ccccc1)C(O)CO;1;33
N#CCCNC(=S)CNc1[nH]cnc1C(=O)O;1;2
O=C(O)CNc1ncco1;1;11
NC(=O)CCN(CCC(N)=O)CCC(N)=O;1;1
N#CCNC(=O)CNC(=O)CNC(=S)CCNC(=N)N;1;1
N#CCCNC(=O)CNC(=O)CN=CCNC(=N)N;1;1
C=C(c1ccccc1)C(C#N)N=CC(O)C(O)CO;1;1
N#CCCN(CCC#N)C(=N)N;1;4
CC(C#N)NC(=O)CCNC(C#N)CO;1;13
NC(=O)NCC(=O)Nc1ncnc2[nH]c(=O)[nH]c12;1;6
CC(OC(=O)c1nc[nH]c1N(CC#N)CCC#N)C(N)=O;1;11
N=C(N)NCCC=NCC(=O)O;1;1
N#CCCN(CCC(N)=O)C(=O)C(N)Cc1ccccc1;1;32
NC(=O)CN(C=O)c1ncnc2[nH]cnc12;1;4
CCN(C(N)=O)C(C#N)CC#N;1;1
N#CC(Cc1ccccc1)N(CC(N)=O)C(=N)N;1;3
C=C(c1ccccc1)C(C#N)N=CC(=CC)c1ccccc1;1;1
C=C(c1ccccc1)C(C#N)NC(N)=O;1;2
N#CCN(CC#N)C(=O)C(=O)N(CC#N)CC#N;1;4
N#Cc1ncnc(N)c1N;2;22
N#CCC(C#N)NC(=O)CNCCNC(=N)N;1;6
O=C(O)CCNC(=S)CO;1;0
N#CCN(CC(=O)OCC(O)c1cnc[nH]1)C(N)=O;1;10
N#CCCN(CCC(=O)O)C(=N)N;1;3
C=CC(C#N)NC(C)C#N;1;8
CC(=S)NCC(=O)N(CCc1ccccc1)CC(=O)O;1;1
N#CCCN(CCC#N)CC(=O)NC(C#N)C(O)CO;1;7
N#CC(NC(C(N)=O)C(N)=O)C(O)C(O)CO;1;4
C=C(c1ccccc1)C(C#N)NC(=O)CNCCC#N;1;16
NC(=O)CN=C(Cc1ccccc1)C(=O)O;1;0
N=C(N)NCCC=Nc1ncco1;1;1
N#Cc1[nH]c(=O)[nH]c1N=C(Cc1ccccc1)C(=O)O;1;0
NC(=O)CNC(=O)CNC(=O)c1nc[nH]c1NC(N)=O;1;5
Cc1nc[nH]c1N=CC(=O)CCO;1;1
CCN(CC(=O)O)C(=N)NC(=N)N;1;1
N#CCC(C#N)NCCC(=O)NCC(=O)NC(C#N)CO;1;12
N#CCCN(C(=O)CN)C(C#N)CC#N;1;33
N#CCCN(CC#N)c1nc(N)nc(CNC(N)=O)n1;4;17
O=C(O)C(CO)N=CC(O)C(O)C(O)CO;1;1
N=C(N)NCC=O;3;15
N#CCCNCC(=O)N(CC#N)CCc1ccccc1;1;16
N#CCc1nc[nH]c1NC(C#N)C(=O)O;1;7
N#CC(Nc1[nH]cnc1C(N)=O)C(=CCO)c1ccccc1;1;7
NC(=O)C(Cc1ccccc1)NCCC(=O)NCC(=O)O;1;11
N#CC(NC(=O)CN)C(O)Cc1ccccc1;1;33
N#CC(C#N)(CC(C=O)(CO)CO)NC(N)=O;1;16
COC(=O)CCNC(Cc1ccccc1)C(=O)O;1;19
CC(C#N)N(C(=O)C(N)Cc1ccccc1)C(C#N)CC#N;1;34
N#CCN(CC(N)=O)C(=O)CNC(=N)N;2;2
N#CCN(CC#N)C(=O)CNC(=O)CNC(=O)CN;1;31
CC=C(C=NCC(=O)NC(C#N)CC#N)c1ccccc1;1;1
COC(=O)CCNCC(=O)NC(CC(N)=O)C(N)=O;2;12
NC(=O)COC(=O)CCNCC(N)=S;1;0
NC(=O)CN(CCC(N)=S)CC(N)=O;1;2
NC(=O)CN(CCC(N)=S)CC(N)=S;1;2
NC(=O)Nc1[nH]cnc1C(=O)NCCC(=O)O;1;9
N#CCN(CC(=O)NCCC(N)=O)C(N)=O;1;1
N#CCC(C#N)NC(=O)CN=CC(O)Cc1ccccc1;1;1
CCN(CC#N)C(=O)CCNC(C#N)Cc1ccccc1;1;15
N#CCNc1[nH]cnc1CC(=O)O;1;9
N#CCCN(CCC(N)=O)c1[nH]cnc1C(=O)O;1;12
C=CC=Nc1nc(=O)[nH]c2c(NC(N)=O)ncnc12;1;1
N#CCC(C#N)NC(=O)CNC(=O)CNC(=N)NC(=N)N;2;1
O=C(O)C=C(Nc1ncnc2[nH]cnc12)C(=O)O;1;2
N#CCCN(C=O)C(C#N)Cc1ccccc1;1;3
COC(=O)c1ncn(C=CC#N)c1NC(N)=O;1;0
COC(=O)CCNCC(=O)NC(CC(=O)O)C(=O)O;1;12
N#CCNC(=O)CN=C(CO)C(O)CO;1;0
N#CCCNc1ncc(Cc2ccccc2)o1;1;13
N#Cc1ncnc(N=CC(=O)CCO)c1NC(N)=O;1;1
CC(NC=N)C(=O)O;2;0
N#CCCN(CCC#N)CC(=O)NCC(N)=O;2;2
N#CCCNc1ncco1;1;15
N=CNc1[nH]cnc1CC(=O)O;2;4
CC=NCC(=O)NC(CC(=O)O)C(=O)O;1;1
NC(=O)CC(NC(=O)CN=CCc1ccccc1)C(N)=O;1;1
N=C(N)N(CCc1ccccc1)CC(N)=S;1;4
N#CCCC=NCC(=O)NCC(=O)NC(C#N)CC#N;1;1
NC(=O)N(CC(N)=S)c1[nH]cnc1C(=O)O;1;3
NC(=O)COC(=O)CCN(CCC(=O)O)C(N)=O;1;5
N#CCCNC(=O)C(=O)NCCC#N;1;4
C=C(c1ccccc1)C(N)C#N;3;16
N#CC=CN(C(C#N)CO)C(C(N)=O)C(N)=O;1;0
C=C(c1ccccc1)C(C#N)N(CC#N)CCC#N;1;4
N#CCCC=Nc1ncco1;1;1
N#CC(N=CC(O)C(O)CO)C(O)C(O)CO;1;1
N#CCCN(CC(=O)O)C(=O)CNC(=O)CNCC#N;1;13
NC(=S)CCC(N)=S;2;3
NC(=S)CCN(CCC(N)=S)CC(=O)O;1;2
N#CCN(C(=O)CNC(=N)NC(=N)N)c1[nH]cnc1C#N;1;2
N#CC(CO)NC(=O)CNC(=S)CNC(N)=O;1;1
NC(=O)C(Cc1ccccc1)NCC(O)CO;1;11
N#CCCN(C(=O)CNC(=N)N)C(C(N)=O)C(N)=O;1;2
N#CCCN(CC#N)C(=O)CNC(N)=O;2;1
C=C(C=Nc1ncnc2[nH]c(=O)[nH]c12)c1ccccc1;1;1
N#CCN(CCC(N)=O)C(=N)C#N;1;0
O=C(O)CNC(=S)CCNc1[nH]cnc1C(=O)O;1;1
CC(=O)C=NC(C#N)Cc1ccccc1;1;1
N#CCn1c(=O)nc(NC(=O)CNC(=N)N)c2nc[nH]c21;1;4
CC=C(c1ccccc1)C(N)C#N;1;16
C=C(c1ccccc1)C(C#N)NC(=O)CN=CC;1;1
N#CCCN(CCC(=O)OCC(N)=O)C(C#N)CO;1;7
NC(=O)NCC(=O)Nc1nc2[nH]cnc2c(=O)[nH]1;1;3
NC(=O)c1nc[nH]c1N(CC(N)=S)C(N)=O;1;3
N#CCCN(CC(=O)NC(C#N)C(O)C(O)CO)C(=N)N;1;3
NC(=S)CNc1ncco1;1;6
C=C(C=NC(C(N)=O)C(N)=O)c1ccccc1;1;1
N#CCC(C#N)NCCC(=O)O;2;13
NC(=O)CNC(=O)CCNC(CC(N)=O)C(N)=O;1;10
N#CC(Nc1ncco1)C(O)CO;1;12
COC(=O)CC(C(=O)OC)N(CCC(N)=O)C(=O)CN;1;27
N=C(N)NC(=N)NCCC(=O)OCC(O)C(N)=O;1;2
CCN(CCC#N)C(=O)C(=O)N(CC)CCC#N;1;4
CC(O)C=NCC(=O)NC(C#N)CO;1;1
N#CCc1nc[nH]c1NC(=N)C#N;1;0
NC(=O)C(CO)NC(=O)CCNC(CC(=O)O)C(=O)O;1;9
N#CCCN(CCC#N)CC(=O)NC(C#N)CC#N;2;4
N#CC(CO)NC(=N)N;1;4
N#CCCN(CC(N)=O)C(=N)C#N;1;0
C=Cc1nc(N=CC)nc(N(CC#N)CC(=O)O)n1;1;1
N=C(N)NCCNCC(=O)NCC(=O)O;1;4
O=CNc1ncc(CO)o1;1;3
O=CC(=CC(O)Cc1ccccc1)c1ccccc1;1;24
COC(=O)CCN(C(=N)N)C(Cc1ccccc1)C(N)=O;1;15
O=C(O)C(Cc1ccccc1)N=CC(O)C(O)CO;1;1
N#CCCC=NC(CC(N)=O)C(N)=O;1;1
N#CC(CNC(=N)N)NC(=O)CNC(=N)N;1;2
NC(=S)CCN(CC(=O)O)C(=O)CNCC(N)=S;1;0
N#CC(N=CC(=O)CCO)C(O)Cc1ccccc1;1;1
N#CC(N=CCNC(=N)N)C(=CCO)c1ccccc1;1;1
C=CC=C(C=Nc1ncnc2[nH]cnc12)c1ccccc1;1;1
C=Cc1nc(N)nc(NC(CC(=O)O)C(=O)O)n1;5;1
CC(C#N)NCC#N;2;14
NC(=O)CCNC(=S)CCNc1[nH]cnc1C(N)=O;1;1
N#Cc1[nH]c(=O)[nH]c1NCCc1ccccc1;1;10
N#CCCN(CC(=O)NCC(=O)NCC(=O)O)C(=N)N;1;2
CSCCC(=O)NCC(=O)NCCC(N)=O;1;0
O=C(O)C=Cn1ccnc1;1;5
N#CCCN(C=O)CC(N)=O;1;2
COC(=O)CCNC(C)C#N;1;20
N#CCCNCC(=O)N(CC(N)=S)CC(N)=S;1;1
N#CC(NC(Cc1ccccc1)C(N)=O)C(O)C(O)CO;1;9
C=CC=NC(C)C(N)=O;1;1
CC(=S)NCC(=O)N(CC#N)CC#N;1;1
COC(=O)CCN(CC(=O)NCCC#N)C(=N)NC(=N)N;1;15
CC=C(c1ccccc1)C(C#N)NCCC#N;2;11
N=C(N)N(CC(N)=O)C(Cc1ccccc1)C(N)=O;2;1
N#CCCNC(=O)CNC(=O)CN(CCC#N)C(=N)N;1;2
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O;1;32
N=C(N)NCC=Nc1[nH]cnc1C(N)=O;1;1
N#CC(CO)N(CC(=O)O)C(=O)CN;1;31
CC(C#N)Nc1nc(N)nc(CNC(N)=O)n1;4;1
N#CCCNCCNC(=N)N;1;8
NC(CC(O)C(N)C(=O)O)C(=O)O;1;19
COC(=O)CCN(CC(=O)NCC#N)C(=O)CN;1;31
O=C1CN(CCc2ccccc2)C(=O)N1;1;1
N#CCCNC(=O)CN(CCC#N)C(N)=O;2;1
NC(=S)C(Cc1ccccc1)NCC(=O)O;1;3
O=C(O)CNC(=O)CN=CC(O)CO;1;1
N#CCN(Cc1nc(N)nc(NC(C#N)CO)n1)C(N)=O;3;2
C=Cc1nc(NC(=N)N)nc(N(CCC#N)CC(=O)O)n1;1;3
O=C(Nc1ncc(CO)o1)C(=O)Nc1ncc(CO)o1;1;4
CCN(CC(=O)O)C(=O)CCNC(C#N)CO;1;13
N#CCN(CC(=O)O)C(=O)CNC=CC(N)=O;1;0
N#CCC(C#N)N(CC#N)C(N)=O;1;1
N#CCNC(=S)CCN(CC(=S)NCC#N)C(N)=O;1;1
